key1,a_code,a_name,a_grade,a_date,a_amount,a_rate,a_flag,a_dept,a_note
00000276,A65710,SAMPLE-A-0000276,A2,20251001,0573487,0.1530,N,D183,NOTE-15885
00000277,A76917,SAMPLE-A-0000277,A1,20230913,8930227,0.3210,N,D381,NOTE-25753
00000278,A24734,SAMPLE-A-0000278,A2,20230201,6921333,0.2245,Y,D984,NOTE-07252
00000279,A11736,SAMPLE-A-0000279,B2,20250501,8995183,0.0260,N,D006,NOTE-23000
00000280,A36286,SAMPLE-A-0000280,B1,20250323,5615951,0.9078,N,D766,NOTE-24894
00000281,A82200,SAMPLE-A-0000281,B1,20250602,3344378,0.5007,N,D714,NOTE-28987
00000282,A85877,SAMPLE-A-0000282,B2,20230309,5614718,0.7216,N,D677,NOTE-45226
00000283,A84502,SAMPLE-A-0000283,B2,20230711,9015828,0.6360,N,D032,NOTE-06262
00000284,A19926,SAMPLE-A-0000284,B2,20231016,4327976,0.2225,Y,D662,NOTE-47012
00000285,A24134,SAMPLE-A-0000285,B1,20240101,1681405,0.1712,N,D154,NOTE-30807
00000286,A01686,SAMPLE-A-0000286,B2,20230727,4988267,0.0604,N,D613,NOTE-19575
00000287,A91357,SAMPLE-A-0000287,C1,20250404,2266182,0.1085,Y,D976,NOTE-40207
00000288,A91117,SAMPLE-A-0000288,A1,20230104,5142661,0.1706,N,D161,NOTE-47898
00000289,A50807,SAMPLE-A-0000289,A1,20250712,3574705,0.0282,N,D255,NOTE-97612
00000290,A94440,SAMPLE-A-0000290,B1,20230211,0239415,0.6988,N,D153,NOTE-86230
00000291,A50033,SAMPLE-A-0000291,C1,20250902,3702829,0.9244,N,D125,NOTE-96852
00000292,A23096,SAMPLE-A-0000292,A1,20240310,8951672,0.1053,Y,D801,NOTE-04665
00000293,A20738,SAMPLE-A-0000293,A1,20240523,6517050,0.1623,Y,D897,NOTE-31532
00000294,A27029,SAMPLE-A-0000294,A2,20250126,0128140,0.1824,N,D502,NOTE-16837
00000295,A10502,SAMPLE-A-0000295,B1,20250407,1857316,0.9225,Y,D972,NOTE-18708
00000296,A22265,SAMPLE-A-0000296,B2,20240710,9235101,0.2625,Y,D481,NOTE-42811
00000297,A30867,SAMPLE-A-0000297,A1,20250127,6257994,0.0096,N,D858,NOTE-06851
00000298,A26859,SAMPLE-A-0000298,B1,20250609,8995048,0.5879,Y,D804,NOTE-50881
00000299,A80712,SAMPLE-A-0000299,A2,20251110,7042227,0.6421,N,D318,NOTE-58484
00000300,A40029,SAMPLE-A-0000300,A2,20250121,2364273,0.5732,N,D674,NOTE-64045
00000301,A13703,SAMPLE-A-0000301,A1,20241113,9985171,0.1613,Y,D510,NOTE-93344
00000302,A92459,SAMPLE-A-0000302,C1,20251025,3393296,0.8715,Y,D469,NOTE-77924
00000303,A51072,SAMPLE-A-0000303,A2,20240603,5622313,0.8594,Y,D815,NOTE-27040
00000304,A26371,SAMPLE-A-0000304,B2,20230205,3857830,0.0469,Y,D930,NOTE-55489
00000305,A52604,SAMPLE-A-0000305,A2,20231123,1602675,0.3916,N,D798,NOTE-95808
00000306,A68280,SAMPLE-A-0000306,C1,20240527,3151665,0.5123,Y,D359,NOTE-97725
00000307,A15592,SAMPLE-A-0000307,C1,20240711,6632569,0.3449,Y,D630,NOTE-58825
00000308,A86196,SAMPLE-A-0000308,C1,20240817,1882015,0.3728,N,D952,NOTE-98471
00000309,A34006,SAMPLE-A-0000309,B2,20250903,9577489,0.7281,Y,D909,NOTE-43933
00000310,A32724,SAMPLE-A-0000310,C1,20230802,3705566,0.5679,Y,D108,NOTE-50070
00000311,A17619,SAMPLE-A-0000311,B2,20240626,0311403,0.6846,N,D833,NOTE-12638
00000312,A18559,SAMPLE-A-0000312,A2,20240102,2302908,0.4188,N,D731,NOTE-36883
00000313,A16674,SAMPLE-A-0000313,A2,20251208,4892553,0.7749,Y,D866,NOTE-96247
00000314,A30078,SAMPLE-A-0000314,A2,20250719,6646857,0.0346,N,D936,NOTE-57678
00000315,A42497,SAMPLE-A-0000315,B1,20240506,0200383,0.2435,Y,D440,NOTE-83435
00000316,A26517,SAMPLE-A-0000316,B1,20250605,5653727,0.9255,Y,D989,NOTE-87903
00000317,A87071,SAMPLE-A-0000317,C1,20230914,3555236,0.4798,N,D774,NOTE-93271
00000318,A03775,SAMPLE-A-0000318,B2,20250402,6576355,0.5705,N,D491,NOTE-62105
00000319,A38260,SAMPLE-A-0000319,B1,20230711,9044253,0.4992,N,D336,NOTE-47153
00000320,A22807,SAMPLE-A-0000320,B2,20250928,6721780,0.0672,N,D312,NOTE-59600
00000321,A60431,SAMPLE-A-0000321,B2,20250417,5007215,0.2113,Y,D739,NOTE-34905
00000322,A72811,SAMPLE-A-0000322,C1,20251101,6761535,0.1846,N,D778,NOTE-33078
00000323,A19378,SAMPLE-A-0000323,C1,20230809,9857365,0.2150,Y,D194,NOTE-82528
00000324,A10542,SAMPLE-A-0000324,A2,20250209,5310733,0.1219,Y,D588,NOTE-19611
00000325,A87465,SAMPLE-A-0000325,C1,20250307,8177844,0.2770,N,D316,NOTE-68729
00000326,A32284,SAMPLE-A-0000326,B2,20230104,1552295,0.6762,N,D254,NOTE-61917
00000327,A49282,SAMPLE-A-0000327,A2,20240123,3732638,0.1747,N,D316,NOTE-66039
00000328,A50444,SAMPLE-A-0000328,A1,20230528,0232285,0.7487,Y,D969,NOTE-30939
00000329,A60376,SAMPLE-A-0000329,B2,20230505,8198073,0.9014,N,D884,NOTE-02572
00000330,A77295,SAMPLE-A-0000330,A1,20251212,9690779,0.5257,Y,D483,NOTE-26915
00000331,A92084,SAMPLE-A-0000331,C1,20231102,3621907,0.7056,N,D633,NOTE-03397
00000332,A81543,SAMPLE-A-0000332,B2,20241013,9173845,0.6473,Y,D894,NOTE-14789
00000333,A93846,SAMPLE-A-0000333,A1,20231203,6566392,0.7131,Y,D113,NOTE-05221
00000334,A98369,SAMPLE-A-0000334,A2,20250109,5014012,0.6468,N,D422,NOTE-89621
00000335,A35869,SAMPLE-A-0000335,B1,20251204,7005284,0.0517,Y,D843,NOTE-66783
00000336,A17102,SAMPLE-A-0000336,A1,20241019,9883714,0.3091,Y,D598,NOTE-88201
00000337,A94523,SAMPLE-A-0000337,B1,20250714,2961074,0.7026,N,D599,NOTE-55682
00000338,A03703,SAMPLE-A-0000338,C1,20241110,4833636,0.8885,Y,D876,NOTE-93476
00000339,A94304,SAMPLE-A-0000339,C1,20250908,8444635,0.4628,N,D611,NOTE-88757
00000340,A84473,SAMPLE-A-0000340,A1,20230502,3793174,0.8598,N,D349,NOTE-74217
00000341,A65537,SAMPLE-A-0000341,A1,20250620,1248265,0.6623,Y,D396,NOTE-27179
00000342,A33655,SAMPLE-A-0000342,B2,20231113,5129626,0.8792,Y,D264,NOTE-27446
00000343,A13432,SAMPLE-A-0000343,B1,20251211,6879314,0.2705,Y,D351,NOTE-15542
00000344,A67048,SAMPLE-A-0000344,A1,20231006,3974508,0.3833,Y,D823,NOTE-77177
00000345,A02484,SAMPLE-A-0000345,C1,20231201,1142822,0.6811,Y,D202,NOTE-76400
00000346,A02332,SAMPLE-A-0000346,A1,20230715,8236089,0.5711,Y,D933,NOTE-57077
00000347,A12934,SAMPLE-A-0000347,A2,20231006,1674866,0.0557,Y,D603,NOTE-73986
00000348,A80172,SAMPLE-A-0000348,A1,20250913,7094559,0.3388,N,D881,NOTE-00621
00000349,A31380,SAMPLE-A-0000349,A1,20241226,4593362,0.2148,N,D049,NOTE-05711
00000350,A67325,SAMPLE-A-0000350,B2,20230813,8254574,0.7315,Y,D836,NOTE-53285
00000351,A71034,SAMPLE-A-0000351,A1,20240224,9836840,0.7722,N,D029,NOTE-46506
00000352,A72962,SAMPLE-A-0000352,A2,20240306,8570211,0.5918,N,D698,NOTE-98480
00000353,A97358,SAMPLE-A-0000353,B2,20250227,6352158,0.1527,Y,D159,NOTE-12800
00000354,A73320,SAMPLE-A-0000354,C1,20241220,8307714,0.1960,N,D948,NOTE-31633
00000355,A25110,SAMPLE-A-0000355,B1,20240709,1262152,0.1697,Y,D653,NOTE-58055
00000356,A07865,SAMPLE-A-0000356,B1,20240327,7020956,0.2152,N,D049,NOTE-34427
00000357,A42740,SAMPLE-A-0000357,C1,20240802,4180833,0.9304,N,D176,NOTE-92603
00000358,A75571,SAMPLE-A-0000358,A2,20240518,8438924,0.4215,Y,D459,NOTE-94053
00000359,A33889,SAMPLE-A-0000359,A2,20240620,4893753,0.2406,N,D862,NOTE-19613
00000360,A86693,SAMPLE-A-0000360,B1,20230328,1808413,0.4324,N,D332,NOTE-09514
00000361,A61505,SAMPLE-A-0000361,B1,20230607,9615655,0.2845,Y,D476,NOTE-22632
00000362,A76157,SAMPLE-A-0000362,B2,20240225,1382280,0.7634,N,D245,NOTE-94541
00000363,A30978,SAMPLE-A-0000363,A2,20230409,5181662,0.6090,N,D266,NOTE-78173
00000364,A04390,SAMPLE-A-0000364,C1,20230802,0522126,0.6959,Y,D066,NOTE-55552
00000365,A97361,SAMPLE-A-0000365,C1,20230602,8296610,0.6182,N,D606,NOTE-79046
00000366,A80834,SAMPLE-A-0000366,C1,20240206,1268501,0.7326,N,D631,NOTE-00601
00000367,A61514,SAMPLE-A-0000367,A2,20240924,2894845,0.8895,Y,D320,NOTE-62231
00000368,A36885,SAMPLE-A-0000368,B1,20230724,1330131,0.0984,N,D947,NOTE-24934
00000369,A14679,SAMPLE-A-0000369,A1,20241209,8958110,0.4824,N,D292,NOTE-85104
00000370,A15804,SAMPLE-A-0000370,A2,20240107,1494734,0.3118,N,D555,NOTE-69733
00000371,A70491,SAMPLE-A-0000371,B1,20240203,9735510,0.1470,N,D558,NOTE-52411
00000372,A41191,SAMPLE-A-0000372,A1,20240918,5076094,0.5435,Y,D494,NOTE-46372
00000373,A02474,SAMPLE-A-0000373,C1,20230603,2916995,0.4325,Y,D566,NOTE-72311
00000374,A10178,SAMPLE-A-0000374,C1,20230916,6420565,0.5474,N,D811,NOTE-32110
00000375,A85109,SAMPLE-A-0000375,B2,20250224,8432909,0.0219,Y,D365,NOTE-57535
00000376,A11966,SAMPLE-A-0000376,A2,20231221,5101323,0.3879,Y,D644,NOTE-02908
00000377,A09492,SAMPLE-A-0000377,A1,20240614,2548376,0.5182,N,D921,NOTE-54743
00000378,A89101,SAMPLE-A-0000378,B1,20250412,4290906,0.9041,Y,D666,NOTE-42816
00000379,A68533,SAMPLE-A-0000379,B2,20240401,8589002,0.3943,N,D940,NOTE-87957
00000380,A06606,SAMPLE-A-0000380,C1,20230527,2987268,0.7666,N,D740,NOTE-62362
00000381,A99358,SAMPLE-A-0000381,B2,20251018,6196617,0.8163,Y,D783,NOTE-33197
00000382,A38833,SAMPLE-A-0000382,B2,20230215,9740761,0.7485,Y,D811,NOTE-33173
00000383,A02041,SAMPLE-A-0000383,C1,20240805,1499683,0.3517,Y,D166,NOTE-55500
00000384,A33693,SAMPLE-A-0000384,B2,20251121,8321340,0.1222,N,D336,NOTE-30873
00000385,A23574,SAMPLE-A-0000385,A1,20230511,5973224,0.7534,N,D459,NOTE-29717
00000386,A67696,SAMPLE-A-0000386,B1,20250408,7796683,0.5904,Y,D857,NOTE-18775
00000387,A58242,SAMPLE-A-0000387,A1,20250925,1398994,0.5320,N,D729,NOTE-99429
00000388,A79252,SAMPLE-A-0000388,A1,20250412,6903701,0.3169,Y,D521,NOTE-30501
00000389,A53752,SAMPLE-A-0000389,A2,20240526,4735399,0.9603,Y,D622,NOTE-94905
00000390,A73315,SAMPLE-A-0000390,B2,20250119,7559896,0.5116,N,D344,NOTE-54891
00000391,A27510,SAMPLE-A-0000391,A2,20251218,0267985,0.6381,Y,D452,NOTE-42180
00000392,A72787,SAMPLE-A-0000392,A1,20240322,6267026,0.9629,Y,D453,NOTE-18886
00000393,A13412,SAMPLE-A-0000393,A1,20240827,4736495,0.6388,N,D405,NOTE-91451
00000394,A52153,SAMPLE-A-0000394,B1,20251025,1256352,0.5915,Y,D426,NOTE-82311
00000395,A13593,SAMPLE-A-0000395,B2,20230101,4670616,0.4961,Y,D678,NOTE-64773
00000396,A35048,SAMPLE-A-0000396,A2,20230311,0256862,0.7448,N,D571,NOTE-67784
00000397,A47095,SAMPLE-A-0000397,B1,20241211,7608128,0.3177,Y,D896,NOTE-33641
00000398,A49233,SAMPLE-A-0000398,A2,20251002,1564205,0.2391,Y,D266,NOTE-86049
00000399,A91494,SAMPLE-A-0000399,C1,20240211,3056407,0.1366,Y,D709,NOTE-97317
00000400,A62643,SAMPLE-A-0000400,A2,20240321,1483659,0.9217,Y,D595,NOTE-58834
00000401,A26146,SAMPLE-A-0000401,A1,20250901,8963047,0.3904,Y,D129,NOTE-03630
00000402,A67521,SAMPLE-A-0000402,C1,20231213,0844310,0.9799,Y,D068,NOTE-32718
00000403,A74351,SAMPLE-A-0000403,B1,20251214,4978766,0.7957,Y,D441,NOTE-12417
00000404,A72837,SAMPLE-A-0000404,A2,20250514,0361228,0.5668,N,D828,NOTE-21560
00000405,A62476,SAMPLE-A-0000405,A1,20230716,7791422,0.1309,Y,D562,NOTE-31804
00000406,A63548,SAMPLE-A-0000406,B1,20230823,6164509,0.3323,Y,D920,NOTE-81974
00000407,A58747,SAMPLE-A-0000407,B2,20240206,7938263,0.6450,N,D842,NOTE-36215
00000408,A12618,SAMPLE-A-0000408,C1,20241228,5025203,0.4744,N,D617,NOTE-30942
00000409,A55964,SAMPLE-A-0000409,B2,20251209,2718254,0.4457,Y,D862,NOTE-30394
00000410,A95243,SAMPLE-A-0000410,A2,20241016,4795118,0.5102,N,D818,NOTE-20804
00000411,A44048,SAMPLE-A-0000411,B2,20230823,7693411,0.3535,Y,D586,NOTE-22250
00000412,A36828,SAMPLE-A-0000412,A1,20240521,3148748,0.4235,Y,D595,NOTE-95670
00000413,A91626,SAMPLE-A-0000413,B2,20250317,0653201,0.7066,N,D474,NOTE-05947
00000414,A91781,SAMPLE-A-0000414,A2,20250403,4820771,0.3317,N,D735,NOTE-84567
00000415,A39811,SAMPLE-A-0000415,B2,20230315,1504989,0.5284,N,D715,NOTE-09137
00000416,A53199,SAMPLE-A-0000416,A1,20250504,5137817,0.2028,N,D583,NOTE-83206
00000417,A30069,SAMPLE-A-0000417,A2,20231010,2372116,0.1093,Y,D505,NOTE-75783
00000418,A26509,SAMPLE-A-0000418,A2,20230513,9349190,0.0314,N,D792,NOTE-62352
00000419,A70463,SAMPLE-A-0000419,A1,20240502,2846861,0.9666,Y,D996,NOTE-35662
00000420,A57651,SAMPLE-A-0000420,A2,20240121,8293708,0.2391,Y,D112,NOTE-80510
00000421,A55577,SAMPLE-A-0000421,C1,20250314,5739745,0.6638,N,D364,NOTE-05954
00000422,A93359,SAMPLE-A-0000422,A2,20230109,9506899,0.1446,N,D264,NOTE-23049
00000423,A86506,SAMPLE-A-0000423,B2,20230418,0936108,0.0551,N,D862,NOTE-08012
00000424,A48861,SAMPLE-A-0000424,C1,20240223,7924993,0.1563,Y,D378,NOTE-31468
00000425,A25620,SAMPLE-A-0000425,A2,20230522,6151070,0.8506,N,D903,NOTE-69839
00000426,A41757,SAMPLE-A-0000426,B1,20231013,7842432,0.8861,Y,D263,NOTE-84216
00000427,A17439,SAMPLE-A-0000427,A1,20240819,6281770,0.8252,N,D798,NOTE-67166
00000428,A46823,SAMPLE-A-0000428,B2,20240226,1573333,0.7870,Y,D737,NOTE-75972
00000429,A50546,SAMPLE-A-0000429,B2,20240523,9355047,0.3543,Y,D253,NOTE-65000
00000430,A92180,SAMPLE-A-0000430,C1,20250912,2901481,0.9984,N,D609,NOTE-55105
00000431,A74931,SAMPLE-A-0000431,C1,20240304,4438209,0.3193,Y,D735,NOTE-73446
00000432,A39068,SAMPLE-A-0000432,A2,20230413,2937818,0.7423,Y,D560,NOTE-36487
00000433,A97286,SAMPLE-A-0000433,A2,20240211,0843479,0.9590,N,D073,NOTE-99605
00000434,A10304,SAMPLE-A-0000434,C1,20241101,2527641,0.7065,Y,D351,NOTE-57158
00000435,A55060,SAMPLE-A-0000435,C1,20241201,6394368,0.4448,N,D708,NOTE-24520
00000436,A96366,SAMPLE-A-0000436,A1,20250302,1094451,0.1018,N,D509,NOTE-44495
00000437,A88183,SAMPLE-A-0000437,B1,20240127,9468661,0.6843,Y,D179,NOTE-39578
00000438,A40900,SAMPLE-A-0000438,A1,20241213,2422086,0.3508,Y,D025,NOTE-40763
00000439,A29593,SAMPLE-A-0000439,B1,20240303,9515345,0.5701,Y,D455,NOTE-52248
00000440,A40580,SAMPLE-A-0000440,A2,20251221,1137473,0.5957,Y,D455,NOTE-57893
00000441,A52537,SAMPLE-A-0000441,A1,20240507,4131549,0.6703,Y,D676,NOTE-01374
00000442,A42388,SAMPLE-A-0000442,C1,20240404,5857182,0.7907,N,D233,NOTE-89445
00000443,A15449,SAMPLE-A-0000443,A2,20241104,9534678,0.7721,Y,D459,NOTE-32822
00000444,A76340,SAMPLE-A-0000444,B1,20250507,4586828,0.7504,N,D902,NOTE-07012
00000445,A71172,SAMPLE-A-0000445,A2,20230709,2206208,0.1456,N,D457,NOTE-41463
00000446,A04226,SAMPLE-A-0000446,A2,20240504,6277067,0.1599,Y,D854,NOTE-28768
00000447,A90344,SAMPLE-A-0000447,A2,20240217,8049813,0.8782,N,D865,NOTE-04376
00000448,A67605,SAMPLE-A-0000448,B1,20250426,6462792,0.6346,N,D770,NOTE-56676
00000449,A70264,SAMPLE-A-0000449,B1,20251014,4112115,0.2123,Y,D309,NOTE-43697
00000450,A56652,SAMPLE-A-0000450,B2,20230310,5477351,0.1756,N,D635,NOTE-40412
00000451,A11423,SAMPLE-A-0000451,A2,20241113,9721084,0.6653,Y,D124,NOTE-58208
00000452,A89660,SAMPLE-A-0000452,B1,20251203,4190601,0.5725,N,D057,NOTE-42942
00000453,A32771,SAMPLE-A-0000453,C1,20250110,7286688,0.3124,N,D292,NOTE-04147
00000454,A99355,SAMPLE-A-0000454,B2,20250201,0895564,0.4563,Y,D461,NOTE-01385
00000455,A95338,SAMPLE-A-0000455,B2,20240605,2677542,0.5434,N,D591,NOTE-74870
00000456,A49369,SAMPLE-A-0000456,C1,20250118,9756545,0.4208,N,D014,NOTE-69821
00000457,A99319,SAMPLE-A-0000457,B1,20251211,7058252,0.8161,N,D081,NOTE-83494
00000458,A31723,SAMPLE-A-0000458,B2,20240216,9528364,0.4134,N,D327,NOTE-57283
00000459,A09648,SAMPLE-A-0000459,B1,20250725,2564291,0.1974,N,D199,NOTE-99418
00000460,A35182,SAMPLE-A-0000460,A1,20250213,8144090,0.7507,Y,D718,NOTE-96056
00000461,A42926,SAMPLE-A-0000461,A2,20240728,5392207,0.4482,N,D061,NOTE-52906
00000462,A73295,SAMPLE-A-0000462,B1,20240207,4193044,0.0906,N,D486,NOTE-17805
00000463,A82050,SAMPLE-A-0000463,B1,20230417,6147564,0.2259,Y,D135,NOTE-53920
00000464,A87982,SAMPLE-A-0000464,B1,20240824,9871287,0.9668,N,D060,NOTE-16111
00000465,A62174,SAMPLE-A-0000465,C1,20240404,2127894,0.2604,N,D978,NOTE-10369
00000466,A48284,SAMPLE-A-0000466,B2,20230801,3951381,0.0114,Y,D416,NOTE-66238
00000467,A37967,SAMPLE-A-0000467,B2,20230123,7711163,0.1866,N,D626,NOTE-13423
00000468,A66712,SAMPLE-A-0000468,B2,20240909,2762667,0.2159,Y,D196,NOTE-88204
00000469,A71997,SAMPLE-A-0000469,A1,20251225,0626197,0.1697,Y,D913,NOTE-82434
00000470,A46516,SAMPLE-A-0000470,B1,20251111,4238082,0.2654,N,D786,NOTE-59768
00000471,A92664,SAMPLE-A-0000471,B1,20231206,5538298,0.6783,Y,D474,NOTE-75266
00000472,A54380,SAMPLE-A-0000472,C1,20240114,2525104,0.0371,Y,D617,NOTE-35850
00000473,A75851,SAMPLE-A-0000473,A2,20240210,0106141,0.2946,N,D122,NOTE-22135
00000474,A34677,SAMPLE-A-0000474,B1,20240328,7474897,0.7653,Y,D838,NOTE-96591
00000475,A60094,SAMPLE-A-0000475,A1,20241218,0988354,0.3811,N,D269,NOTE-05774
00000476,A52117,SAMPLE-A-0000476,B2,20230927,6174851,0.4742,N,D351,NOTE-14530
00000477,A93409,SAMPLE-A-0000477,B2,20240112,4096614,0.2543,Y,D370,NOTE-03672
00000478,A34756,SAMPLE-A-0000478,C1,20230605,7634566,0.8937,Y,D046,NOTE-91552
00000479,A02646,SAMPLE-A-0000479,B1,20250925,9564479,0.3808,Y,D828,NOTE-11386
00000480,A14781,SAMPLE-A-0000480,A2,20240117,7800056,0.3703,Y,D390,NOTE-03991
00000481,A42738,SAMPLE-A-0000481,C1,20230507,5185445,0.5582,Y,D243,NOTE-53042
00000482,A86572,SAMPLE-A-0000482,A1,20241127,6996551,0.0049,Y,D569,NOTE-84501
00000483,A35667,SAMPLE-A-0000483,A2,20230825,0382136,0.2199,Y,D637,NOTE-09601
00000484,A32974,SAMPLE-A-0000484,B1,20240205,5827825,0.2162,N,D146,NOTE-83133
00000485,A40342,SAMPLE-A-0000485,A1,20250311,4207236,0.7971,Y,D415,NOTE-78937
00000486,A23238,SAMPLE-A-0000486,B2,20241108,7286804,0.5181,Y,D935,NOTE-07948
00000487,A73096,SAMPLE-A-0000487,B2,20250527,4257697,0.2860,N,D075,NOTE-92567
00000488,A30928,SAMPLE-A-0000488,A2,20250702,1015937,0.4478,N,D766,NOTE-15296
00000489,A74618,SAMPLE-A-0000489,B2,20231212,8739771,0.6983,Y,D931,NOTE-17324
00000490,A16309,SAMPLE-A-0000490,B2,20241208,0752224,0.0936,N,D241,NOTE-73609
00000491,A56756,SAMPLE-A-0000491,A1,20241106,3881013,0.1889,Y,D438,NOTE-68162
00000492,A12744,SAMPLE-A-0000492,C1,20241101,9727641,0.6025,Y,D006,NOTE-37286
00000493,A74418,SAMPLE-A-0000493,A2,20250909,6808414,0.7672,N,D762,NOTE-57094
00000494,A52681,SAMPLE-A-0000494,A1,20230828,0252845,0.2439,N,D520,NOTE-81303
00000495,A26823,SAMPLE-A-0000495,A2,20230513,2789460,0.9862,N,D388,NOTE-65416
00000496,A30806,SAMPLE-A-0000496,A1,20240606,1192039,0.7330,N,D975,NOTE-97331
00000497,A81222,SAMPLE-A-0000497,A1,20251012,8720641,0.4243,Y,D177,NOTE-21772
00000498,A28413,SAMPLE-A-0000498,A2,20231102,0338742,0.4084,N,D010,NOTE-22316
00000499,A21891,SAMPLE-A-0000499,B2,20240301,8965598,0.0532,Y,D638,NOTE-54101
00000500,A15386,SAMPLE-A-0000500,A1,20240713,4351514,0.3173,Y,D934,NOTE-92842
00000501,A71394,SAMPLE-A-0000501,B2,20230720,2023375,0.8220,N,D002,NOTE-48911
00000502,A81976,SAMPLE-A-0000502,A2,20250104,5396669,0.2104,N,D592,NOTE-79861
00000503,A66070,SAMPLE-A-0000503,C1,20251223,7150964,0.5985,N,D908,NOTE-59539
00000504,A94120,SAMPLE-A-0000504,C1,20230315,4504239,0.9353,Y,D202,NOTE-08124
00000505,A17269,SAMPLE-A-0000505,A1,20230312,1651724,0.2104,N,D529,NOTE-95284
00000506,A80043,SAMPLE-A-0000506,C1,20251012,4257610,0.2975,Y,D784,NOTE-97922
00000507,A83760,SAMPLE-A-0000507,A1,20230124,7434337,0.8222,N,D244,NOTE-57132
00000508,A67798,SAMPLE-A-0000508,B2,20240409,2856944,0.2028,Y,D019,NOTE-34840
00000509,A00057,SAMPLE-A-0000509,A1,20231020,5376981,0.1461,Y,D309,NOTE-81650
00000510,A84893,SAMPLE-A-0000510,B1,20230126,8795218,0.5026,N,D201,NOTE-72390
00000511,A20642,SAMPLE-A-0000511,B1,20250228,0885131,0.9163,Y,D489,NOTE-82288
00000512,A20791,SAMPLE-A-0000512,C1,20241216,7544976,0.0280,N,D394,NOTE-45159
00000513,A98936,SAMPLE-A-0000513,B2,20251209,5154427,0.2009,Y,D270,NOTE-73330
00000514,A41750,SAMPLE-A-0000514,A1,20240611,7052651,0.7278,N,D316,NOTE-85504
00000515,A47651,SAMPLE-A-0000515,B1,20240525,0803970,0.2590,N,D550,NOTE-03138
00000516,A59402,SAMPLE-A-0000516,B2,20230410,5716489,0.0875,Y,D269,NOTE-19527
00000517,A54762,SAMPLE-A-0000517,A2,20240325,3428366,0.5402,N,D759,NOTE-43706
00000518,A71464,SAMPLE-A-0000518,B1,20230114,7462400,0.0482,N,D130,NOTE-92884
00000519,A52632,SAMPLE-A-0000519,A2,20250212,9220312,0.5099,N,D109,NOTE-63705
00000520,A87172,SAMPLE-A-0000520,A2,20240224,6261174,0.5367,Y,D078,NOTE-41348
00000521,A54650,SAMPLE-A-0000521,B2,20230515,3584131,0.6814,N,D934,NOTE-05022
00000522,A86000,SAMPLE-A-0000522,C1,20241127,0620088,0.5553,Y,D883,NOTE-55076
00000523,A11122,SAMPLE-A-0000523,B2,20250516,4166479,0.3624,N,D049,NOTE-34770
00000524,A21968,SAMPLE-A-0000524,A2,20230118,9203041,0.6674,N,D373,NOTE-42397
00000525,A98466,SAMPLE-A-0000525,B2,20250228,6984468,0.9827,Y,D656,NOTE-04593
00000526,A78066,SAMPLE-A-0000526,B1,20240425,0243142,0.1820,N,D821,NOTE-65750
00000527,A56252,SAMPLE-A-0000527,A2,20230623,2125486,0.7581,Y,D866,NOTE-14319
00000528,A26415,SAMPLE-A-0000528,A2,20230418,0814847,0.3515,Y,D298,NOTE-79642
00000529,A58828,SAMPLE-A-0000529,B2,20241022,8203083,0.9898,N,D285,NOTE-16836
00000530,A32750,SAMPLE-A-0000530,B2,20230203,0733630,0.1213,Y,D698,NOTE-14204
00000531,A64017,SAMPLE-A-0000531,A1,20241220,3689141,0.9180,N,D505,NOTE-66678
00000532,A95260,SAMPLE-A-0000532,A1,20230123,9313567,0.2078,N,D903,NOTE-83932
00000533,A78339,SAMPLE-A-0000533,B1,20230428,6640322,0.6631,Y,D315,NOTE-86574
00000534,A06578,SAMPLE-A-0000534,C1,20250523,5395269,0.0033,Y,D417,NOTE-78848
00000535,A50179,SAMPLE-A-0000535,C1,20251221,7137278,0.4681,Y,D163,NOTE-85392
00000536,A24114,SAMPLE-A-0000536,A1,20250404,4108279,0.9633,Y,D430,NOTE-84210
00000537,A37012,SAMPLE-A-0000537,A1,20230425,1697442,0.9571,Y,D756,NOTE-75613
00000538,A81916,SAMPLE-A-0000538,B1,20250101,3513219,0.1607,N,D285,NOTE-18742
00000539,A15629,SAMPLE-A-0000539,B2,20240325,7555131,0.8245,Y,D968,NOTE-93945
00000540,A98365,SAMPLE-A-0000540,A2,20250919,2225977,0.5076,N,D746,NOTE-56844
00000541,A81004,SAMPLE-A-0000541,C1,20230315,0622237,0.3228,N,D240,NOTE-59079
00000542,A65423,SAMPLE-A-0000542,B1,20250215,3668920,0.3019,Y,D028,NOTE-55494
00000543,A80922,SAMPLE-A-0000543,B2,20230528,0648005,0.0658,N,D383,NOTE-56379
00000544,A37827,SAMPLE-A-0000544,B1,20240709,3826733,0.2486,N,D533,NOTE-93025
00000545,A82619,SAMPLE-A-0000545,C1,20250622,1220248,0.0751,Y,D699,NOTE-17565
00000546,A39987,SAMPLE-A-0000546,A2,20231123,8563982,0.2272,N,D027,NOTE-03388
00000547,A43143,SAMPLE-A-0000547,A2,20231017,2174708,0.9049,Y,D444,NOTE-84808
00000548,A06357,SAMPLE-A-0000548,B2,20230615,7425208,0.6721,Y,D343,NOTE-49287
00000549,A92886,SAMPLE-A-0000549,A1,20250113,5244557,0.4992,N,D183,NOTE-01278
00000550,A42058,SAMPLE-A-0000550,A1,20250222,8355800,0.2719,Y,D277,NOTE-44111
00000551,A54360,SAMPLE-A-0000551,C1,20250705,0822035,0.6158,N,D916,NOTE-40100
