key1,key2,a_name,b_status,処理済み
00000209,00000242,SAMPLE-A-0000209,HOLD,FALSE
00000358,00000529,SAMPLE-A-0000358,DONE,FALSE
00000619,00000816,SAMPLE-A-0000619,OPEN,FALSE
00000295,00000103,SAMPLE-A-0000295,DONE,FALSE
00000141,00000390,SAMPLE-A-0000141,OPEN,FALSE
00000460,00000677,SAMPLE-A-0000460,DONE,FALSE
00000524,00000964,SAMPLE-A-0000524,HOLD,FALSE
00000183,00000251,SAMPLE-A-0000183,HOLD,FALSE
00000037,00000538,SAMPLE-A-0000037,HOLD,FALSE
00000046,00000825,SAMPLE-A-0000046,VOID,FALSE
00000561,00000112,SAMPLE-A-0000561,DONE,FALSE
00000175,00000399,SAMPLE-A-0000175,VOID,FALSE
00000165,00000686,SAMPLE-A-0000165,OPEN,FALSE
00000139,00000973,SAMPLE-A-0000139,HOLD,FALSE
00000070,00000260,SAMPLE-A-0000070,VOID,FALSE
00000241,00000547,SAMPLE-A-0000241,DONE,FALSE
00000669,00000834,SAMPLE-A-0000669,DONE,FALSE
00000010,00000121,SAMPLE-A-0000010,VOID,FALSE
00000078,00000408,SAMPLE-A-0000078,OPEN,FALSE
00000116,00000695,SAMPLE-A-0000116,VOID,FALSE
00000587,00000982,SAMPLE-A-0000587,OPEN,FALSE
00000533,00000269,SAMPLE-A-0000533,DONE,FALSE
00000051,00000556,SAMPLE-A-0000051,HOLD,FALSE
00000654,00000843,SAMPLE-A-0000654,VOID,FALSE
00000541,00000130,SAMPLE-A-0000541,HOLD,FALSE
00000681,00000417,SAMPLE-A-0000681,HOLD,FALSE
00000373,00000704,SAMPLE-A-0000373,HOLD,FALSE
00000233,00000991,SAMPLE-A-0000233,VOID,FALSE
00000603,00000278,SAMPLE-A-0000603,DONE,FALSE
00000572,00000565,SAMPLE-A-0000572,HOLD,FALSE
00000197,00000852,SAMPLE-A-0000197,OPEN,FALSE
00000511,00000139,SAMPLE-A-0000511,VOID,FALSE
00000029,00000426,SAMPLE-A-0000029,DONE,FALSE
00000543,00000713,SAMPLE-A-0000543,DONE,FALSE
00000429,00001000,SAMPLE-A-0000429,HOLD,FALSE
00000164,00000287,SAMPLE-A-0000164,HOLD,FALSE
00000187,00000574,SAMPLE-A-0000187,OPEN,FALSE
00000536,00000861,SAMPLE-A-0000536,OPEN,FALSE
00000488,00000148,SAMPLE-A-0000488,VOID,FALSE
00000457,00000435,SAMPLE-A-0000457,DONE,FALSE
00000706,00000722,SAMPLE-A-0000706,OPEN,FALSE
00000041,00000009,SAMPLE-A-0000041,OPEN,FALSE
00000209,00000296,SAMPLE-A-0000209,DONE,FALSE
00000006,00000583,SAMPLE-A-0000006,OPEN,FALSE
00000184,00000870,SAMPLE-A-0000184,OPEN,FALSE
00000006,00000157,SAMPLE-A-0000006,HOLD,FALSE
00000236,00000444,SAMPLE-A-0000236,VOID,FALSE
00000148,00000731,SAMPLE-A-0000148,OPEN,FALSE
00000170,00000018,SAMPLE-A-0000170,OPEN,FALSE
00000237,00000305,SAMPLE-A-0000237,DONE,FALSE
00000191,00000592,SAMPLE-A-0000191,DONE,FALSE
00000588,00000879,SAMPLE-A-0000588,VOID,FALSE
00000185,00000166,SAMPLE-A-0000185,DONE,FALSE
00000679,00000453,SAMPLE-A-0000679,DONE,FALSE
00000009,00000740,SAMPLE-A-0000009,OPEN,FALSE
00000186,00000027,SAMPLE-A-0000186,VOID,FALSE
00000339,00000314,SAMPLE-A-0000339,HOLD,FALSE
00000394,00000601,SAMPLE-A-0000394,DONE,FALSE
00000539,00000888,SAMPLE-A-0000539,OPEN,FALSE
00000620,00000175,SAMPLE-A-0000620,DONE,FALSE
00000248,00000462,SAMPLE-A-0000248,DONE,FALSE
00000087,00000749,SAMPLE-A-0000087,HOLD,FALSE
00000467,00000036,SAMPLE-A-0000467,DONE,FALSE
00000015,00000323,SAMPLE-A-0000015,OPEN,FALSE
00000159,00000610,SAMPLE-A-0000159,HOLD,FALSE
00000448,00000897,SAMPLE-A-0000448,OPEN,FALSE
00000192,00000184,SAMPLE-A-0000192,HOLD,FALSE
00000098,00000471,SAMPLE-A-0000098,DONE,FALSE
00000021,00000758,SAMPLE-A-0000021,DONE,FALSE
00000278,00000045,SAMPLE-A-0000278,DONE,FALSE
00000458,00000332,SAMPLE-A-0000458,HOLD,FALSE
00000269,00000619,SAMPLE-A-0000269,HOLD,FALSE
00000195,00000906,SAMPLE-A-0000195,DONE,FALSE
00000198,00000193,SAMPLE-A-0000198,DONE,FALSE
00000002,00000480,SAMPLE-A-0000002,HOLD,FALSE
00000491,00000767,SAMPLE-A-0000491,VOID,FALSE
00000497,00000054,SAMPLE-A-0000497,OPEN,FALSE
00000631,00000341,SAMPLE-A-0000631,HOLD,FALSE
00000390,00000628,SAMPLE-A-0000390,HOLD,FALSE
00000704,00000915,SAMPLE-A-0000704,VOID,FALSE
00000418,00000202,SAMPLE-A-0000418,DONE,FALSE
00000564,00000489,SAMPLE-A-0000564,DONE,FALSE
00000042,00000776,SAMPLE-A-0000042,DONE,FALSE
00000686,00000063,SAMPLE-A-0000686,DONE,FALSE
00000112,00000350,SAMPLE-A-0000112,DONE,FALSE
00000519,00000637,SAMPLE-A-0000519,HOLD,FALSE
00000600,00000924,SAMPLE-A-0000600,DONE,FALSE
00000703,00000211,SAMPLE-A-0000703,DONE,FALSE
00000010,00000498,SAMPLE-A-0000010,HOLD,FALSE
00000144,00000785,SAMPLE-A-0000144,DONE,FALSE
00000114,00000072,SAMPLE-A-0000114,OPEN,FALSE
00000036,00000359,SAMPLE-A-0000036,OPEN,FALSE
00000482,00000646,SAMPLE-A-0000482,HOLD,FALSE
00000461,00000933,SAMPLE-A-0000461,HOLD,FALSE
00000661,00000220,SAMPLE-A-0000661,VOID,FALSE
00000010,00000507,SAMPLE-A-0000010,HOLD,FALSE
00000438,00000794,SAMPLE-A-0000438,DONE,FALSE
00000096,00000081,SAMPLE-A-0000096,OPEN,FALSE
00000577,00000368,SAMPLE-A-0000577,OPEN,FALSE
00000591,00000655,SAMPLE-A-0000591,VOID,FALSE
00000105,00000942,SAMPLE-A-0000105,DONE,FALSE
00000505,00000229,SAMPLE-A-0000505,VOID,FALSE
00000095,00000516,SAMPLE-A-0000095,VOID,FALSE
00000060,00000803,SAMPLE-A-0000060,HOLD,FALSE
00000010,00000090,SAMPLE-A-0000010,OPEN,FALSE
00000644,00000377,SAMPLE-A-0000644,DONE,FALSE
00000010,00000664,SAMPLE-A-0000010,HOLD,FALSE
00000250,00000951,SAMPLE-A-0000250,VOID,FALSE
00000312,00000238,SAMPLE-A-0000312,HOLD,FALSE
00000120,00000525,SAMPLE-A-0000120,DONE,FALSE
00000001,00000812,SAMPLE-A-0000001,DONE,FALSE
00000004,00000099,SAMPLE-A-0000004,VOID,FALSE
00000637,00000386,SAMPLE-A-0000637,VOID,FALSE
00000134,00000673,SAMPLE-A-0000134,VOID,FALSE
00000532,00000960,SAMPLE-A-0000532,VOID,FALSE
00000496,00000247,SAMPLE-A-0000496,HOLD,FALSE
00000151,00000534,SAMPLE-A-0000151,VOID,FALSE
00000074,00000821,SAMPLE-A-0000074,HOLD,FALSE
00000521,00000108,SAMPLE-A-0000521,HOLD,FALSE
00000264,00000395,SAMPLE-A-0000264,OPEN,FALSE
00000356,00000682,SAMPLE-A-0000356,HOLD,FALSE
00000447,00000969,SAMPLE-A-0000447,OPEN,FALSE
00000701,00000256,SAMPLE-A-0000701,HOLD,FALSE
00000340,00000543,SAMPLE-A-0000340,VOID,FALSE
00001005,00000830,,OPEN,FALSE
00000489,00000117,SAMPLE-A-0000489,HOLD,FALSE
00000127,00000404,SAMPLE-A-0000127,VOID,FALSE
00000324,00000691,SAMPLE-A-0000324,DONE,FALSE
00000424,00000978,SAMPLE-A-0000424,OPEN,FALSE
00000196,00000265,SAMPLE-A-0000196,VOID,FALSE
00000604,00000552,SAMPLE-A-0000604,HOLD,FALSE
00000007,00000839,SAMPLE-A-0000007,DONE,FALSE
00000585,00000126,SAMPLE-A-0000585,VOID,FALSE
00000196,00000413,SAMPLE-A-0000196,HOLD,FALSE
00000146,00000700,SAMPLE-A-0000146,HOLD,FALSE
00000093,00000987,SAMPLE-A-0000093,VOID,FALSE
00000130,00000274,SAMPLE-A-0000130,VOID,FALSE
00000046,00000561,SAMPLE-A-0000046,HOLD,FALSE
00000671,00000848,SAMPLE-A-0000671,VOID,FALSE
00000066,00000135,SAMPLE-A-0000066,DONE,FALSE
00000034,00000422,SAMPLE-A-0000034,VOID,FALSE
00000067,00000709,SAMPLE-A-0000067,VOID,FALSE
00000062,00000996,SAMPLE-A-0000062,DONE,FALSE
00000614,00000283,SAMPLE-A-0000614,OPEN,FALSE
00000323,00000570,SAMPLE-A-0000323,VOID,FALSE
00000178,00000857,SAMPLE-A-0000178,DONE,FALSE
00000655,00000144,SAMPLE-A-0000655,HOLD,FALSE
00000087,00000431,SAMPLE-A-0000087,VOID,FALSE
00000190,00000718,SAMPLE-A-0000190,VOID,FALSE
00000486,00000005,SAMPLE-A-0000486,VOID,FALSE
00000004,00000292,SAMPLE-A-0000004,DONE,FALSE
00000189,00000579,SAMPLE-A-0000189,VOID,FALSE
00000361,00000866,SAMPLE-A-0000361,OPEN,FALSE
00000194,00000153,SAMPLE-A-0000194,OPEN,FALSE
00000056,00000440,SAMPLE-A-0000056,HOLD,FALSE
00000036,00000727,SAMPLE-A-0000036,DONE,FALSE
00000110,00000014,SAMPLE-A-0000110,VOID,FALSE
00000008,00000301,SAMPLE-A-0000008,VOID,FALSE
00000368,00000588,SAMPLE-A-0000368,OPEN,FALSE
00000204,00000875,SAMPLE-A-0000204,OPEN,FALSE
00000285,00000162,SAMPLE-A-0000285,VOID,FALSE
00000580,00000449,SAMPLE-A-0000580,OPEN,FALSE
00000499,00000736,SAMPLE-A-0000499,HOLD,FALSE
00000662,00000023,SAMPLE-A-0000662,HOLD,FALSE
00000531,00000310,SAMPLE-A-0000531,OPEN,FALSE
00000385,00000597,SAMPLE-A-0000385,OPEN,FALSE
00000177,00000884,SAMPLE-A-0000177,OPEN,FALSE
00001006,00000171,,VOID,FALSE
00000710,00000458,SAMPLE-A-0000710,DONE,FALSE
00000596,00000745,SAMPLE-A-0000596,DONE,FALSE
00000040,00000032,SAMPLE-A-0000040,HOLD,FALSE
00000052,00000319,SAMPLE-A-0000052,DONE,FALSE
00001007,00000606,,DONE,FALSE
00000044,00000893,SAMPLE-A-0000044,VOID,FALSE
00000699,00000180,SAMPLE-A-0000699,OPEN,FALSE
00000434,00000467,SAMPLE-A-0000434,OPEN,FALSE
00000072,00000754,SAMPLE-A-0000072,VOID,FALSE
00000007,00000041,SAMPLE-A-0000007,HOLD,FALSE
00000100,00000328,SAMPLE-A-0000100,HOLD,FALSE
00000022,00000615,SAMPLE-A-0000022,OPEN,FALSE
00000192,00000902,SAMPLE-A-0000192,DONE,FALSE
00000380,00000189,SAMPLE-A-0000380,DONE,FALSE
00000310,00000476,SAMPLE-A-0000310,HOLD,FALSE
00000653,00000763,SAMPLE-A-0000653,OPEN,FALSE
00000068,00000050,SAMPLE-A-0000068,OPEN,FALSE
00000158,00000624,SAMPLE-A-0000158,OPEN,FALSE
00000465,00000911,SAMPLE-A-0000465,HOLD,FALSE
00001008,00000198,,DONE,FALSE
00000041,00000485,SAMPLE-A-0000041,DONE,FALSE
00000004,00000772,SAMPLE-A-0000004,VOID,FALSE
00000483,00000346,SAMPLE-A-0000483,VOID,FALSE
00000477,00000633,SAMPLE-A-0000477,DONE,FALSE
00000663,00000920,SAMPLE-A-0000663,OPEN,FALSE
00000100,00000207,SAMPLE-A-0000100,VOID,FALSE
00000018,00000494,SAMPLE-A-0000018,HOLD,FALSE
00000253,00000781,SAMPLE-A-0000253,VOID,FALSE
00000399,00000068,SAMPLE-A-0000399,VOID,FALSE
00000334,00000355,SAMPLE-A-0000334,DONE,FALSE
00000570,00000642,SAMPLE-A-0000570,OPEN,FALSE
00000302,00000929,SAMPLE-A-0000302,VOID,FALSE
00000115,00000216,SAMPLE-A-0000115,DONE,FALSE
00000103,00000503,SAMPLE-A-0000103,HOLD,FALSE
00000034,00000790,SAMPLE-A-0000034,HOLD,FALSE
00000127,00000077,SAMPLE-A-0000127,OPEN,FALSE
00000043,00000364,SAMPLE-A-0000043,VOID,FALSE
00000045,00000651,SAMPLE-A-0000045,OPEN,FALSE
00000121,00000938,SAMPLE-A-0000121,OPEN,FALSE
00000126,00000225,SAMPLE-A-0000126,VOID,FALSE
00000638,00000512,SAMPLE-A-0000638,HOLD,FALSE
00000009,00000799,SAMPLE-A-0000009,HOLD,FALSE
00000102,00000086,SAMPLE-A-0000102,OPEN,FALSE
00000092,00000373,SAMPLE-A-0000092,VOID,FALSE
00000193,00000660,SAMPLE-A-0000193,HOLD,FALSE
00000598,00000947,SAMPLE-A-0000598,VOID,FALSE
00000267,00000234,SAMPLE-A-0000267,OPEN,FALSE
00000379,00000521,SAMPLE-A-0000379,VOID,FALSE
00000058,00000808,SAMPLE-A-0000058,DONE,FALSE
00000576,00000095,SAMPLE-A-0000576,HOLD,FALSE
00000171,00000382,SAMPLE-A-0000171,DONE,FALSE
00000007,00000669,SAMPLE-A-0000007,VOID,FALSE
00000095,00000956,SAMPLE-A-0000095,OPEN,FALSE
00000153,00000243,SAMPLE-A-0000153,HOLD,FALSE
00000535,00000530,SAMPLE-A-0000535,VOID,FALSE
00000113,00000817,SAMPLE-A-0000113,VOID,FALSE
00000279,00000104,SAMPLE-A-0000279,HOLD,FALSE
00000017,00000391,SAMPLE-A-0000017,HOLD,FALSE
00000068,00000678,SAMPLE-A-0000068,VOID,FALSE
00000313,00000965,SAMPLE-A-0000313,VOID,FALSE
00000479,00000539,SAMPLE-A-0000479,VOID,FALSE
00000322,00000826,SAMPLE-A-0000322,OPEN,FALSE
00000607,00000113,SAMPLE-A-0000607,HOLD,FALSE
00000327,00000400,SAMPLE-A-0000327,HOLD,FALSE
00000551,00000687,SAMPLE-A-0000551,OPEN,FALSE
00000406,00000974,SAMPLE-A-0000406,VOID,FALSE
00000432,00000261,SAMPLE-A-0000432,VOID,FALSE
00000484,00000548,SAMPLE-A-0000484,DONE,FALSE
00001009,00000122,,OPEN,FALSE
00000238,00000409,SAMPLE-A-0000238,OPEN,FALSE
00000540,00000696,SAMPLE-A-0000540,DONE,FALSE
00000566,00000983,SAMPLE-A-0000566,VOID,FALSE
00000026,00000270,SAMPLE-A-0000026,OPEN,FALSE
00000455,00000557,SAMPLE-A-0000455,VOID,FALSE
00000008,00000844,SAMPLE-A-0000008,DONE,FALSE
00000443,00000131,SAMPLE-A-0000443,DONE,FALSE
00000231,00000418,SAMPLE-A-0000231,OPEN,FALSE
00000200,00000705,SAMPLE-A-0000200,DONE,FALSE
00000059,00000992,SAMPLE-A-0000059,HOLD,FALSE
00000666,00000279,SAMPLE-A-0000666,DONE,FALSE
00000012,00000566,SAMPLE-A-0000012,OPEN,FALSE
00000119,00000853,SAMPLE-A-0000119,OPEN,FALSE
00000630,00000140,SAMPLE-A-0000630,DONE,FALSE
00000646,00000427,SAMPLE-A-0000646,OPEN,FALSE
00000016,00000714,SAMPLE-A-0000016,OPEN,FALSE
00000180,00000001,SAMPLE-A-0000180,VOID,FALSE
00000106,00000288,SAMPLE-A-0000106,HOLD,FALSE
00000657,00000575,SAMPLE-A-0000657,OPEN,FALSE
00000013,00000862,SAMPLE-A-0000013,VOID,FALSE
00000605,00000149,SAMPLE-A-0000605,VOID,FALSE
00000093,00000436,SAMPLE-A-0000093,HOLD,FALSE
00000450,00000723,SAMPLE-A-0000450,DONE,FALSE
00000325,00000010,SAMPLE-A-0000325,OPEN,FALSE
00000573,00000297,SAMPLE-A-0000573,OPEN,FALSE
00000595,00000584,SAMPLE-A-0000595,VOID,FALSE
00000349,00000871,SAMPLE-A-0000349,HOLD,FALSE
00000003,00000158,SAMPLE-A-0000003,OPEN,FALSE
00000518,00000445,SAMPLE-A-0000518,VOID,FALSE
00000528,00000732,SAMPLE-A-0000528,HOLD,FALSE
00000624,00000019,SAMPLE-A-0000624,DONE,FALSE
00001003,00000306,,VOID,FALSE
00000275,00000593,SAMPLE-A-0000275,DONE,FALSE
00000073,00000880,SAMPLE-A-0000073,VOID,FALSE
00000138,00000454,SAMPLE-A-0000138,OPEN,FALSE
00000116,00000741,SAMPLE-A-0000116,OPEN,FALSE
00000117,00000028,SAMPLE-A-0000117,HOLD,FALSE
00000515,00000315,SAMPLE-A-0000515,VOID,FALSE
00000181,00000602,SAMPLE-A-0000181,DONE,FALSE
00000689,00000889,SAMPLE-A-0000689,OPEN,FALSE
00000122,00000176,SAMPLE-A-0000122,HOLD,FALSE
00000293,00000463,SAMPLE-A-0000293,HOLD,FALSE
00000033,00000750,SAMPLE-A-0000033,VOID,FALSE
00000548,00000324,SAMPLE-A-0000548,HOLD,FALSE
00000658,00000898,SAMPLE-A-0000658,VOID,FALSE
00000011,00000472,SAMPLE-A-0000011,DONE,FALSE
00000594,00000046,SAMPLE-A-0000594,OPEN,FALSE
00000054,00000333,SAMPLE-A-0000054,VOID,FALSE
00000271,00000194,SAMPLE-A-0000271,DONE,FALSE
00000696,00000481,SAMPLE-A-0000696,OPEN,FALSE
00000101,00000768,SAMPLE-A-0000101,HOLD,FALSE
00000348,00000055,SAMPLE-A-0000348,DONE,FALSE
00000698,00000342,SAMPLE-A-0000698,HOLD,FALSE
00000132,00000629,SAMPLE-A-0000132,DONE,FALSE
00000462,00000916,SAMPLE-A-0000462,VOID,FALSE
00000164,00000203,SAMPLE-A-0000164,DONE,FALSE
00000584,00000490,SAMPLE-A-0000584,HOLD,FALSE
00000170,00000777,SAMPLE-A-0000170,VOID,FALSE
00000046,00000064,SAMPLE-A-0000046,VOID,FALSE
00000326,00000351,SAMPLE-A-0000326,VOID,FALSE
00000377,00000638,SAMPLE-A-0000377,DONE,FALSE
00000382,00000925,SAMPLE-A-0000382,VOID,FALSE
00000142,00000212,SAMPLE-A-0000142,HOLD,FALSE
00000076,00000499,SAMPLE-A-0000076,HOLD,FALSE
00000064,00000786,SAMPLE-A-0000064,VOID,FALSE
00000386,00000073,SAMPLE-A-0000386,VOID,FALSE
00000371,00000360,SAMPLE-A-0000371,OPEN,FALSE
00000025,00000647,SAMPLE-A-0000025,DONE,FALSE
00000301,00000934,SAMPLE-A-0000301,OPEN,FALSE
00000360,00000221,SAMPLE-A-0000360,DONE,FALSE
00000618,00000508,SAMPLE-A-0000618,HOLD,FALSE
00000027,00000795,SAMPLE-A-0000027,HOLD,FALSE
00000146,00000082,SAMPLE-A-0000146,DONE,FALSE
00000656,00000369,SAMPLE-A-0000656,DONE,FALSE
00000179,00000943,SAMPLE-A-0000179,VOID,FALSE
00000104,00000230,SAMPLE-A-0000104,VOID,FALSE
00000276,00000517,SAMPLE-A-0000276,HOLD,FALSE
00000691,00000091,SAMPLE-A-0000691,HOLD,FALSE
00000530,00000378,SAMPLE-A-0000530,DONE,FALSE
00000446,00000665,SAMPLE-A-0000446,DONE,FALSE
00000571,00000952,SAMPLE-A-0000571,VOID,FALSE
00000234,00000239,SAMPLE-A-0000234,DONE,FALSE
00000351,00000526,SAMPLE-A-0000351,DONE,FALSE
00000554,00000100,SAMPLE-A-0000554,VOID,FALSE
00000296,00000387,SAMPLE-A-0000296,VOID,FALSE
00000152,00000674,SAMPLE-A-0000152,VOID,FALSE
00000097,00000248,SAMPLE-A-0000097,VOID,FALSE
00000363,00000535,SAMPLE-A-0000363,DONE,FALSE
00000004,00000822,SAMPLE-A-0000004,HOLD,FALSE
00000291,00000109,SAMPLE-A-0000291,OPEN,FALSE
00000660,00000396,SAMPLE-A-0000660,OPEN,FALSE
00000088,00000683,SAMPLE-A-0000088,DONE,FALSE
00000208,00000970,SAMPLE-A-0000208,OPEN,FALSE
00000125,00000257,SAMPLE-A-0000125,HOLD,FALSE
00000169,00000831,SAMPLE-A-0000169,VOID,FALSE
00000077,00000118,SAMPLE-A-0000077,DONE,FALSE
00000690,00000405,SAMPLE-A-0000690,DONE,FALSE
00000183,00000692,SAMPLE-A-0000183,VOID,FALSE
00000694,00000979,SAMPLE-A-0000694,HOLD,FALSE
00000463,00000266,SAMPLE-A-0000463,DONE,FALSE
00000282,00000553,SAMPLE-A-0000282,VOID,FALSE
00000569,00000840,SAMPLE-A-0000569,DONE,FALSE
00000178,00000127,SAMPLE-A-0000178,DONE,FALSE
00000423,00000414,SAMPLE-A-0000423,VOID,FALSE
00000090,00000701,SAMPLE-A-0000090,VOID,FALSE
00000567,00000988,SAMPLE-A-0000567,DONE,FALSE
00000261,00000275,SAMPLE-A-0000261,DONE,FALSE
00000678,00000562,SAMPLE-A-0000678,VOID,FALSE
00000140,00000849,SAMPLE-A-0000140,DONE,FALSE
00000550,00000136,SAMPLE-A-0000550,DONE,FALSE
00000257,00000710,SAMPLE-A-0000257,VOID,FALSE
00000346,00000284,SAMPLE-A-0000346,HOLD,FALSE
00000015,00000571,SAMPLE-A-0000015,DONE,FALSE
00000107,00000858,SAMPLE-A-0000107,OPEN,FALSE
00000032,00000145,SAMPLE-A-0000032,DONE,FALSE
00000019,00000432,SAMPLE-A-0000019,OPEN,FALSE
00000300,00000719,SAMPLE-A-0000300,DONE,FALSE
00000061,00000006,SAMPLE-A-0000061,OPEN,FALSE
00000480,00000293,SAMPLE-A-0000480,OPEN,FALSE
00000031,00000154,SAMPLE-A-0000031,HOLD,FALSE
00000155,00000728,SAMPLE-A-0000155,OPEN,FALSE
00000240,00000015,SAMPLE-A-0000240,VOID,FALSE
00000067,00000302,SAMPLE-A-0000067,HOLD,FALSE
00000601,00000589,SAMPLE-A-0000601,HOLD,FALSE
00000342,00000876,SAMPLE-A-0000342,OPEN,FALSE
00000111,00000163,SAMPLE-A-0000111,DONE,FALSE
00000469,00000450,SAMPLE-A-0000469,VOID,FALSE
00000203,00000737,SAMPLE-A-0000203,DONE,FALSE
00000185,00000024,SAMPLE-A-0000185,HOLD,FALSE
00000191,00000311,SAMPLE-A-0000191,DONE,FALSE
00000635,00000598,SAMPLE-A-0000635,HOLD,FALSE
00000676,00000885,SAMPLE-A-0000676,DONE,FALSE
00000397,00000172,SAMPLE-A-0000397,DONE,FALSE
00000082,00000459,SAMPLE-A-0000082,OPEN,FALSE
00000410,00000746,SAMPLE-A-0000410,OPEN,FALSE
00000070,00000033,SAMPLE-A-0000070,HOLD,FALSE
00000537,00000320,SAMPLE-A-0000537,DONE,FALSE
00000542,00000607,SAMPLE-A-0000542,VOID,FALSE
00000645,00000894,SAMPLE-A-0000645,HOLD,FALSE
00000364,00000181,SAMPLE-A-0000364,OPEN,FALSE
00000075,00000468,SAMPLE-A-0000075,OPEN,FALSE
00000400,00000755,SAMPLE-A-0000400,VOID,FALSE
00000374,00000042,SAMPLE-A-0000374,OPEN,FALSE
00000648,00000329,SAMPLE-A-0000648,VOID,FALSE
00000621,00000616,SAMPLE-A-0000621,HOLD,FALSE
00000445,00000903,SAMPLE-A-0000445,VOID,FALSE
00000002,00000190,SAMPLE-A-0000002,OPEN,FALSE
00000246,00000477,SAMPLE-A-0000246,VOID,FALSE
00000195,00000764,SAMPLE-A-0000195,DONE,FALSE
00000109,00000051,SAMPLE-A-0000109,VOID,FALSE
00000475,00000338,SAMPLE-A-0000475,HOLD,FALSE
00000207,00000625,SAMPLE-A-0000207,OPEN,FALSE
00000060,00000912,SAMPLE-A-0000060,VOID,FALSE
00000239,00000486,SAMPLE-A-0000239,VOID,FALSE
00000154,00000060,SAMPLE-A-0000154,DONE,FALSE
00000307,00000347,SAMPLE-A-0000307,HOLD,FALSE
00000705,00000634,SAMPLE-A-0000705,HOLD,FALSE
00000437,00000921,SAMPLE-A-0000437,OPEN,FALSE
00000085,00000208,SAMPLE-A-0000085,OPEN,FALSE
00000050,00000495,SAMPLE-A-0000050,VOID,FALSE
00000452,00000069,SAMPLE-A-0000452,VOID,FALSE
00000345,00000356,SAMPLE-A-0000345,VOID,FALSE
00000433,00000643,SAMPLE-A-0000433,HOLD,FALSE
00000157,00000930,SAMPLE-A-0000157,HOLD,FALSE
00000005,00000504,SAMPLE-A-0000005,HOLD,FALSE
00000177,00000791,SAMPLE-A-0000177,VOID,FALSE
00000165,00000078,SAMPLE-A-0000165,OPEN,FALSE
00000198,00000365,SAMPLE-A-0000198,DONE,FALSE
00000194,00000652,SAMPLE-A-0000194,VOID,FALSE
00000389,00000939,SAMPLE-A-0000389,VOID,FALSE
00000355,00000226,SAMPLE-A-0000355,DONE,FALSE
00000502,00000513,SAMPLE-A-0000502,HOLD,FALSE
00000182,00000800,SAMPLE-A-0000182,OPEN,FALSE
00000262,00000087,SAMPLE-A-0000262,OPEN,FALSE
00000687,00000374,SAMPLE-A-0000687,HOLD,FALSE
00000247,00000809,SAMPLE-A-0000247,HOLD,FALSE
00000286,00000383,SAMPLE-A-0000286,HOLD,FALSE
00000099,00000670,SAMPLE-A-0000099,OPEN,FALSE
00000337,00000957,SAMPLE-A-0000337,VOID,FALSE
00000091,00000818,SAMPLE-A-0000091,DONE,FALSE
00000335,00000105,SAMPLE-A-0000335,HOLD,FALSE
00000547,00000392,SAMPLE-A-0000547,DONE,FALSE
00000610,00000679,SAMPLE-A-0000610,DONE,FALSE
00000396,00000966,SAMPLE-A-0000396,VOID,FALSE
00000173,00000253,SAMPLE-A-0000173,HOLD,FALSE
00000599,00000540,SAMPLE-A-0000599,HOLD,FALSE
00000485,00000827,SAMPLE-A-0000485,HOLD,FALSE
00000474,00000114,SAMPLE-A-0000474,DONE,FALSE
00000688,00000401,SAMPLE-A-0000688,HOLD,FALSE
00000583,00000688,SAMPLE-A-0000583,OPEN,FALSE
00000544,00000975,SAMPLE-A-0000544,DONE,FALSE
00000321,00000549,SAMPLE-A-0000321,DONE,FALSE
00000254,00000836,SAMPLE-A-0000254,DONE,FALSE
00000163,00000410,SAMPLE-A-0000163,VOID,FALSE
00000468,00000697,SAMPLE-A-0000468,OPEN,FALSE
00000057,00000984,SAMPLE-A-0000057,VOID,FALSE
00000145,00000271,SAMPLE-A-0000145,OPEN,FALSE
00000156,00000558,SAMPLE-A-0000156,VOID,FALSE
00000256,00000845,SAMPLE-A-0000256,HOLD,FALSE
00000439,00000132,SAMPLE-A-0000439,HOLD,FALSE
00000328,00000419,SAMPLE-A-0000328,DONE,FALSE
00000039,00000993,SAMPLE-A-0000039,DONE,FALSE
00000647,00000280,SAMPLE-A-0000647,DONE,FALSE
00000118,00000567,SAMPLE-A-0000118,DONE,FALSE
00000365,00000854,SAMPLE-A-0000365,VOID,FALSE
00000376,00000141,SAMPLE-A-0000376,VOID,FALSE
00000272,00000428,SAMPLE-A-0000272,DONE,FALSE
00000133,00000002,SAMPLE-A-0000133,HOLD,FALSE
00000454,00000289,SAMPLE-A-0000454,OPEN,FALSE
00000277,00000576,SAMPLE-A-0000277,VOID,FALSE
00001010,00000863,,VOID,FALSE
00000392,00000437,SAMPLE-A-0000392,HOLD,FALSE
00000136,00000011,SAMPLE-A-0000136,VOID,FALSE
00000086,00000298,SAMPLE-A-0000086,HOLD,FALSE
00000409,00000585,SAMPLE-A-0000409,HOLD,FALSE
00000387,00000872,SAMPLE-A-0000387,DONE,FALSE
00000206,00000446,SAMPLE-A-0000206,HOLD,FALSE
00000415,00000733,SAMPLE-A-0000415,HOLD,FALSE
00000161,00000020,SAMPLE-A-0000161,HOLD,FALSE
00000481,00000307,SAMPLE-A-0000481,DONE,FALSE
00000083,00000881,SAMPLE-A-0000083,HOLD,FALSE
00000320,00000455,SAMPLE-A-0000320,VOID,FALSE
00000675,00000029,SAMPLE-A-0000675,VOID,FALSE
00000074,00000890,SAMPLE-A-0000074,DONE,FALSE
