key1,key2,a_name,b_status,b_memo
00000562,00000188,SAMPLE-A-0000562,HOLD,MEMO-59353
00000063,00000475,SAMPLE-A-0000063,HOLD,MEMO-14115
00000255,00000762,SAMPLE-A-0000255,OPEN,MEMO-58141
00000249,00000049,SAMPLE-A-0000249,HOLD,MEMO-49167
00000306,00000336,SAMPLE-A-0000306,VOID,MEMO-16374
00000613,00000623,SAMPLE-A-0000613,DONE,MEMO-87818
00000232,00000910,SAMPLE-A-0000232,HOLD,MEMO-40560
00000089,00000197,SAMPLE-A-0000089,VOID,MEMO-13317
00000205,00000484,SAMPLE-A-0000205,DONE,MEMO-74228
00000611,00000771,SAMPLE-A-0000611,HOLD,MEMO-73865
00000290,00000058,SAMPLE-A-0000290,HOLD,MEMO-33584
00000136,00000345,SAMPLE-A-0000136,HOLD,MEMO-67652
00000700,00000919,SAMPLE-A-0000700,VOID,MEMO-80236
00000047,00000206,SAMPLE-A-0000047,OPEN,MEMO-91142
00000459,00000493,SAMPLE-A-0000459,VOID,MEMO-79467
00000056,00000780,SAMPLE-A-0000056,HOLD,MEMO-57253
00000453,00000067,SAMPLE-A-0000453,HOLD,MEMO-25780
00000037,00000354,SAMPLE-A-0000037,VOID,MEMO-32001
00000362,00000641,SAMPLE-A-0000362,VOID,MEMO-29014
00000141,00000928,SAMPLE-A-0000141,OPEN,MEMO-14253
00000080,00000215,SAMPLE-A-0000080,HOLD,MEMO-57188
00000207,00000502,SAMPLE-A-0000207,OPEN,MEMO-30144
00000092,00000789,SAMPLE-A-0000092,OPEN,MEMO-74272
00000244,00000076,SAMPLE-A-0000244,HOLD,MEMO-77618
00001004,00000363,,DONE,MEMO-62816
00000674,00000650,SAMPLE-A-0000674,HOLD,MEMO-25958
00000252,00000937,SAMPLE-A-0000252,HOLD,MEMO-50149
00000529,00000224,SAMPLE-A-0000529,VOID,MEMO-16665
00000167,00000511,SAMPLE-A-0000167,DONE,MEMO-17865
00000677,00000798,SAMPLE-A-0000677,OPEN,MEMO-77946
00000258,00000085,SAMPLE-A-0000258,DONE,MEMO-08897
00000098,00000372,SAMPLE-A-0000098,HOLD,MEMO-32226
00000009,00000659,SAMPLE-A-0000009,DONE,MEMO-24135
00000149,00000946,SAMPLE-A-0000149,HOLD,MEMO-49824
00000057,00000233,SAMPLE-A-0000057,HOLD,MEMO-74839
00000090,00000520,SAMPLE-A-0000090,HOLD,MEMO-68551
00000508,00000807,SAMPLE-A-0000508,VOID,MEMO-85505
00000036,00000094,SAMPLE-A-0000036,VOID,MEMO-42138
00000096,00000381,SAMPLE-A-0000096,VOID,MEMO-12238
00000108,00000668,SAMPLE-A-0000108,DONE,MEMO-61386
00000176,00000955,SAMPLE-A-0000176,VOID,MEMO-38094
00000209,00000242,SAMPLE-A-0000209,HOLD,MEMO-02536
00000358,00000529,SAMPLE-A-0000358,DONE,MEMO-13588
00000619,00000816,SAMPLE-A-0000619,OPEN,MEMO-07266
00000295,00000103,SAMPLE-A-0000295,DONE,MEMO-71873
00000141,00000390,SAMPLE-A-0000141,OPEN,MEMO-20764
00000460,00000677,SAMPLE-A-0000460,DONE,MEMO-22189
00000524,00000964,SAMPLE-A-0000524,HOLD,MEMO-77351
00000183,00000251,SAMPLE-A-0000183,HOLD,MEMO-95874
00000037,00000538,SAMPLE-A-0000037,HOLD,MEMO-40493
00000046,00000825,SAMPLE-A-0000046,VOID,MEMO-90667
00000561,00000112,SAMPLE-A-0000561,DONE,MEMO-75009
00000175,00000399,SAMPLE-A-0000175,VOID,MEMO-76434
00000165,00000686,SAMPLE-A-0000165,OPEN,MEMO-60785
00000139,00000973,SAMPLE-A-0000139,HOLD,MEMO-75226
00000070,00000260,SAMPLE-A-0000070,VOID,MEMO-97560
00000241,00000547,SAMPLE-A-0000241,DONE,MEMO-51363
00000669,00000834,SAMPLE-A-0000669,DONE,MEMO-22811
00000010,00000121,SAMPLE-A-0000010,VOID,MEMO-65836
00000078,00000408,SAMPLE-A-0000078,OPEN,MEMO-81488
00000116,00000695,SAMPLE-A-0000116,VOID,MEMO-32119
00000587,00000982,SAMPLE-A-0000587,OPEN,MEMO-41146
00000533,00000269,SAMPLE-A-0000533,DONE,MEMO-60784
00000051,00000556,SAMPLE-A-0000051,HOLD,MEMO-66939
00000654,00000843,SAMPLE-A-0000654,VOID,MEMO-40947
00000541,00000130,SAMPLE-A-0000541,HOLD,MEMO-93658
00000681,00000417,SAMPLE-A-0000681,HOLD,MEMO-92412
00000373,00000704,SAMPLE-A-0000373,HOLD,MEMO-05072
00000233,00000991,SAMPLE-A-0000233,VOID,MEMO-18028
00000603,00000278,SAMPLE-A-0000603,DONE,MEMO-36820
00000572,00000565,SAMPLE-A-0000572,HOLD,MEMO-35544
00000197,00000852,SAMPLE-A-0000197,OPEN,MEMO-87402
00000511,00000139,SAMPLE-A-0000511,VOID,MEMO-23831
00000029,00000426,SAMPLE-A-0000029,DONE,MEMO-00023
00000543,00000713,SAMPLE-A-0000543,DONE,MEMO-24193
00000429,00001000,SAMPLE-A-0000429,HOLD,MEMO-62173
00000164,00000287,SAMPLE-A-0000164,HOLD,MEMO-39859
00000187,00000574,SAMPLE-A-0000187,OPEN,MEMO-23941
00000536,00000861,SAMPLE-A-0000536,OPEN,MEMO-70981
00000488,00000148,SAMPLE-A-0000488,VOID,MEMO-78100
00000457,00000435,SAMPLE-A-0000457,DONE,MEMO-90255
00000706,00000722,SAMPLE-A-0000706,OPEN,MEMO-56432
00000041,00000009,SAMPLE-A-0000041,OPEN,MEMO-23126
00000209,00000296,SAMPLE-A-0000209,DONE,MEMO-29786
00000006,00000583,SAMPLE-A-0000006,OPEN,MEMO-44176
00000184,00000870,SAMPLE-A-0000184,OPEN,MEMO-65851
00000006,00000157,SAMPLE-A-0000006,HOLD,MEMO-73284
00000236,00000444,SAMPLE-A-0000236,VOID,MEMO-34460
00000148,00000731,SAMPLE-A-0000148,OPEN,MEMO-97387
00000170,00000018,SAMPLE-A-0000170,OPEN,MEMO-93966
00000237,00000305,SAMPLE-A-0000237,DONE,MEMO-33968
00000191,00000592,SAMPLE-A-0000191,DONE,MEMO-95500
00000588,00000879,SAMPLE-A-0000588,VOID,MEMO-08193
00000185,00000166,SAMPLE-A-0000185,DONE,MEMO-81029
00000679,00000453,SAMPLE-A-0000679,DONE,MEMO-39494
00000009,00000740,SAMPLE-A-0000009,OPEN,MEMO-64915
00000186,00000027,SAMPLE-A-0000186,VOID,MEMO-98834
00000339,00000314,SAMPLE-A-0000339,HOLD,MEMO-43119
00000394,00000601,SAMPLE-A-0000394,DONE,MEMO-74053
00000539,00000888,SAMPLE-A-0000539,OPEN,MEMO-16261
00000620,00000175,SAMPLE-A-0000620,DONE,MEMO-95531
00000248,00000462,SAMPLE-A-0000248,DONE,MEMO-92179
00000087,00000749,SAMPLE-A-0000087,HOLD,MEMO-48732
00000467,00000036,SAMPLE-A-0000467,DONE,MEMO-07677
00000015,00000323,SAMPLE-A-0000015,OPEN,MEMO-15811
00000159,00000610,SAMPLE-A-0000159,HOLD,MEMO-57492
00000448,00000897,SAMPLE-A-0000448,OPEN,MEMO-42682
00000192,00000184,SAMPLE-A-0000192,HOLD,MEMO-98166
00000098,00000471,SAMPLE-A-0000098,DONE,MEMO-36925
00000021,00000758,SAMPLE-A-0000021,DONE,MEMO-37618
00000278,00000045,SAMPLE-A-0000278,DONE,MEMO-45399
00000458,00000332,SAMPLE-A-0000458,HOLD,MEMO-16060
00000269,00000619,SAMPLE-A-0000269,HOLD,MEMO-01951
00000195,00000906,SAMPLE-A-0000195,DONE,MEMO-04380
00000198,00000193,SAMPLE-A-0000198,DONE,MEMO-22362
00000002,00000480,SAMPLE-A-0000002,HOLD,MEMO-71546
00000491,00000767,SAMPLE-A-0000491,VOID,MEMO-27988
00000497,00000054,SAMPLE-A-0000497,OPEN,MEMO-29901
00000631,00000341,SAMPLE-A-0000631,HOLD,MEMO-65429
00000390,00000628,SAMPLE-A-0000390,HOLD,MEMO-68476
00000704,00000915,SAMPLE-A-0000704,VOID,MEMO-54980
00000418,00000202,SAMPLE-A-0000418,DONE,MEMO-84768
00000564,00000489,SAMPLE-A-0000564,DONE,MEMO-97745
00000042,00000776,SAMPLE-A-0000042,DONE,MEMO-38807
00000686,00000063,SAMPLE-A-0000686,DONE,MEMO-01595
00000112,00000350,SAMPLE-A-0000112,DONE,MEMO-95700
00000519,00000637,SAMPLE-A-0000519,HOLD,MEMO-57227
00000600,00000924,SAMPLE-A-0000600,DONE,MEMO-97150
00000703,00000211,SAMPLE-A-0000703,DONE,MEMO-71898
00000010,00000498,SAMPLE-A-0000010,HOLD,MEMO-00044
00000144,00000785,SAMPLE-A-0000144,DONE,MEMO-35833
00000114,00000072,SAMPLE-A-0000114,OPEN,MEMO-71589
00000036,00000359,SAMPLE-A-0000036,OPEN,MEMO-84641
00000482,00000646,SAMPLE-A-0000482,HOLD,MEMO-96569
00000461,00000933,SAMPLE-A-0000461,HOLD,MEMO-40539
00000661,00000220,SAMPLE-A-0000661,VOID,MEMO-60960
00000010,00000507,SAMPLE-A-0000010,HOLD,MEMO-99356
00000438,00000794,SAMPLE-A-0000438,DONE,MEMO-00432
00000096,00000081,SAMPLE-A-0000096,OPEN,MEMO-30260
00000577,00000368,SAMPLE-A-0000577,OPEN,MEMO-27082
00000591,00000655,SAMPLE-A-0000591,VOID,MEMO-42678
00000105,00000942,SAMPLE-A-0000105,DONE,MEMO-16361
00000505,00000229,SAMPLE-A-0000505,VOID,MEMO-15141
00000095,00000516,SAMPLE-A-0000095,VOID,MEMO-82869
00000060,00000803,SAMPLE-A-0000060,HOLD,MEMO-54776
00000010,00000090,SAMPLE-A-0000010,OPEN,MEMO-38593
00000644,00000377,SAMPLE-A-0000644,DONE,MEMO-86226
00000010,00000664,SAMPLE-A-0000010,HOLD,MEMO-05598
00000250,00000951,SAMPLE-A-0000250,VOID,MEMO-56333
00000312,00000238,SAMPLE-A-0000312,HOLD,MEMO-74511
00000120,00000525,SAMPLE-A-0000120,DONE,MEMO-43935
00000001,00000812,SAMPLE-A-0000001,DONE,MEMO-53982
00000004,00000099,SAMPLE-A-0000004,VOID,MEMO-93290
00000637,00000386,SAMPLE-A-0000637,VOID,MEMO-80717
00000134,00000673,SAMPLE-A-0000134,VOID,MEMO-30430
00000532,00000960,SAMPLE-A-0000532,VOID,MEMO-91745
00000496,00000247,SAMPLE-A-0000496,HOLD,MEMO-01647
00000151,00000534,SAMPLE-A-0000151,VOID,MEMO-78172
00000074,00000821,SAMPLE-A-0000074,HOLD,MEMO-34539
00000521,00000108,SAMPLE-A-0000521,HOLD,MEMO-13593
00000264,00000395,SAMPLE-A-0000264,OPEN,MEMO-51674
00000356,00000682,SAMPLE-A-0000356,HOLD,MEMO-33760
00000447,00000969,SAMPLE-A-0000447,OPEN,MEMO-82726
00000701,00000256,SAMPLE-A-0000701,HOLD,MEMO-88697
00000340,00000543,SAMPLE-A-0000340,VOID,MEMO-12796
00001005,00000830,,OPEN,MEMO-73660
00000489,00000117,SAMPLE-A-0000489,HOLD,MEMO-79437
00000127,00000404,SAMPLE-A-0000127,VOID,MEMO-16945
00000324,00000691,SAMPLE-A-0000324,DONE,MEMO-36367
00000424,00000978,SAMPLE-A-0000424,OPEN,MEMO-34266
00000196,00000265,SAMPLE-A-0000196,VOID,MEMO-46845
00000604,00000552,SAMPLE-A-0000604,HOLD,MEMO-34151
00000007,00000839,SAMPLE-A-0000007,DONE,MEMO-93245
00000585,00000126,SAMPLE-A-0000585,VOID,MEMO-08199
00000196,00000413,SAMPLE-A-0000196,HOLD,MEMO-87809
00000146,00000700,SAMPLE-A-0000146,HOLD,MEMO-44252
00000093,00000987,SAMPLE-A-0000093,VOID,MEMO-30699
00000130,00000274,SAMPLE-A-0000130,VOID,MEMO-23924
00000046,00000561,SAMPLE-A-0000046,HOLD,MEMO-23234
00000671,00000848,SAMPLE-A-0000671,VOID,MEMO-87055
00000066,00000135,SAMPLE-A-0000066,DONE,MEMO-78582
00000034,00000422,SAMPLE-A-0000034,VOID,MEMO-92267
00000067,00000709,SAMPLE-A-0000067,VOID,MEMO-93334
00000062,00000996,SAMPLE-A-0000062,DONE,MEMO-15399
00000614,00000283,SAMPLE-A-0000614,OPEN,MEMO-63133
00000323,00000570,SAMPLE-A-0000323,VOID,MEMO-57334
00000178,00000857,SAMPLE-A-0000178,DONE,MEMO-87713
00000655,00000144,SAMPLE-A-0000655,HOLD,MEMO-59709
00000087,00000431,SAMPLE-A-0000087,VOID,MEMO-38637
00000190,00000718,SAMPLE-A-0000190,VOID,MEMO-51229
00000486,00000005,SAMPLE-A-0000486,VOID,MEMO-88805
00000004,00000292,SAMPLE-A-0000004,DONE,MEMO-92619
00000189,00000579,SAMPLE-A-0000189,VOID,MEMO-24924
00000361,00000866,SAMPLE-A-0000361,OPEN,MEMO-76345
00000194,00000153,SAMPLE-A-0000194,OPEN,MEMO-47945
00000056,00000440,SAMPLE-A-0000056,HOLD,MEMO-09141
00000036,00000727,SAMPLE-A-0000036,DONE,MEMO-32075
00000110,00000014,SAMPLE-A-0000110,VOID,MEMO-62075
00000008,00000301,SAMPLE-A-0000008,VOID,MEMO-62381
00000368,00000588,SAMPLE-A-0000368,OPEN,MEMO-27198
00000204,00000875,SAMPLE-A-0000204,OPEN,MEMO-49095
00000285,00000162,SAMPLE-A-0000285,VOID,MEMO-23350
00000580,00000449,SAMPLE-A-0000580,OPEN,MEMO-92306
00000499,00000736,SAMPLE-A-0000499,HOLD,MEMO-64493
00000662,00000023,SAMPLE-A-0000662,HOLD,MEMO-87762
00000531,00000310,SAMPLE-A-0000531,OPEN,MEMO-68486
00000385,00000597,SAMPLE-A-0000385,OPEN,MEMO-86446
00000177,00000884,SAMPLE-A-0000177,OPEN,MEMO-50454
00001006,00000171,,VOID,MEMO-78295
00000710,00000458,SAMPLE-A-0000710,DONE,MEMO-78937
00000596,00000745,SAMPLE-A-0000596,DONE,MEMO-78493
00000040,00000032,SAMPLE-A-0000040,HOLD,MEMO-15780
00000052,00000319,SAMPLE-A-0000052,DONE,MEMO-53862
00001007,00000606,,DONE,MEMO-66022
00000044,00000893,SAMPLE-A-0000044,VOID,MEMO-99951
00000699,00000180,SAMPLE-A-0000699,OPEN,MEMO-18986
00000434,00000467,SAMPLE-A-0000434,OPEN,MEMO-69478
00000072,00000754,SAMPLE-A-0000072,VOID,MEMO-03828
00000007,00000041,SAMPLE-A-0000007,HOLD,MEMO-27189
00000100,00000328,SAMPLE-A-0000100,HOLD,MEMO-25348
00000022,00000615,SAMPLE-A-0000022,OPEN,MEMO-57941
00000192,00000902,SAMPLE-A-0000192,DONE,MEMO-79514
00000380,00000189,SAMPLE-A-0000380,DONE,MEMO-52147
00000310,00000476,SAMPLE-A-0000310,HOLD,MEMO-07139
00000653,00000763,SAMPLE-A-0000653,OPEN,MEMO-30629
00000068,00000050,SAMPLE-A-0000068,OPEN,MEMO-39624
00000158,00000624,SAMPLE-A-0000158,OPEN,MEMO-52524
00000465,00000911,SAMPLE-A-0000465,HOLD,MEMO-12971
00001008,00000198,,DONE,MEMO-39670
00000041,00000485,SAMPLE-A-0000041,DONE,MEMO-32223
00000004,00000772,SAMPLE-A-0000004,VOID,MEMO-47320
00000483,00000346,SAMPLE-A-0000483,VOID,MEMO-35282
00000477,00000633,SAMPLE-A-0000477,DONE,MEMO-02159
00000663,00000920,SAMPLE-A-0000663,OPEN,MEMO-71473
00000100,00000207,SAMPLE-A-0000100,VOID,MEMO-94010
00000018,00000494,SAMPLE-A-0000018,HOLD,MEMO-03878
00000253,00000781,SAMPLE-A-0000253,VOID,MEMO-49290
00000399,00000068,SAMPLE-A-0000399,VOID,MEMO-20566
00000334,00000355,SAMPLE-A-0000334,DONE,MEMO-93395
00000570,00000642,SAMPLE-A-0000570,OPEN,MEMO-34154
00000302,00000929,SAMPLE-A-0000302,VOID,MEMO-61576
00000115,00000216,SAMPLE-A-0000115,DONE,MEMO-66753
00000103,00000503,SAMPLE-A-0000103,HOLD,MEMO-60837
00000034,00000790,SAMPLE-A-0000034,HOLD,MEMO-49333
00000127,00000077,SAMPLE-A-0000127,OPEN,MEMO-66531
00000043,00000364,SAMPLE-A-0000043,VOID,MEMO-92194
00000045,00000651,SAMPLE-A-0000045,OPEN,MEMO-61583
00000121,00000938,SAMPLE-A-0000121,OPEN,MEMO-49982
00000126,00000225,SAMPLE-A-0000126,VOID,MEMO-72063
00000638,00000512,SAMPLE-A-0000638,HOLD,MEMO-63273
00000009,00000799,SAMPLE-A-0000009,HOLD,MEMO-41636
00000102,00000086,SAMPLE-A-0000102,OPEN,MEMO-50002
00000092,00000373,SAMPLE-A-0000092,VOID,MEMO-15255
00000193,00000660,SAMPLE-A-0000193,HOLD,MEMO-26017
00000598,00000947,SAMPLE-A-0000598,VOID,MEMO-94164
00000267,00000234,SAMPLE-A-0000267,OPEN,MEMO-31355
00000379,00000521,SAMPLE-A-0000379,VOID,MEMO-45966
00000058,00000808,SAMPLE-A-0000058,DONE,MEMO-76842
00000576,00000095,SAMPLE-A-0000576,HOLD,MEMO-88552
00000171,00000382,SAMPLE-A-0000171,DONE,MEMO-90036
00000007,00000669,SAMPLE-A-0000007,VOID,MEMO-20149
00000095,00000956,SAMPLE-A-0000095,OPEN,MEMO-01184
00000153,00000243,SAMPLE-A-0000153,HOLD,MEMO-04516
00000535,00000530,SAMPLE-A-0000535,VOID,MEMO-12001
00000113,00000817,SAMPLE-A-0000113,VOID,MEMO-15087
00000279,00000104,SAMPLE-A-0000279,HOLD,MEMO-76908
00000017,00000391,SAMPLE-A-0000017,HOLD,MEMO-28344
00000068,00000678,SAMPLE-A-0000068,VOID,MEMO-90445
00000313,00000965,SAMPLE-A-0000313,VOID,MEMO-85256
00000479,00000539,SAMPLE-A-0000479,VOID,MEMO-50677
00000322,00000826,SAMPLE-A-0000322,OPEN,MEMO-74171
00000607,00000113,SAMPLE-A-0000607,HOLD,MEMO-04108
00000327,00000400,SAMPLE-A-0000327,HOLD,MEMO-33805
00000551,00000687,SAMPLE-A-0000551,OPEN,MEMO-76406
00000406,00000974,SAMPLE-A-0000406,VOID,MEMO-95111
00000432,00000261,SAMPLE-A-0000432,VOID,MEMO-83130
00000484,00000548,SAMPLE-A-0000484,DONE,MEMO-49037
00001009,00000122,,OPEN,MEMO-69355
00000238,00000409,SAMPLE-A-0000238,OPEN,MEMO-74958
00000540,00000696,SAMPLE-A-0000540,DONE,MEMO-49292
00000566,00000983,SAMPLE-A-0000566,VOID,MEMO-24169
00000026,00000270,SAMPLE-A-0000026,OPEN,MEMO-81239
00000455,00000557,SAMPLE-A-0000455,VOID,MEMO-92641
00000008,00000844,SAMPLE-A-0000008,DONE,MEMO-49833
00000443,00000131,SAMPLE-A-0000443,DONE,MEMO-33424
00000231,00000418,SAMPLE-A-0000231,OPEN,MEMO-18712
00000200,00000705,SAMPLE-A-0000200,DONE,MEMO-69341
00000059,00000992,SAMPLE-A-0000059,HOLD,MEMO-46331
00000666,00000279,SAMPLE-A-0000666,DONE,MEMO-14641
00000012,00000566,SAMPLE-A-0000012,OPEN,MEMO-22202
00000119,00000853,SAMPLE-A-0000119,OPEN,MEMO-21140
00000630,00000140,SAMPLE-A-0000630,DONE,MEMO-97884
00000646,00000427,SAMPLE-A-0000646,OPEN,MEMO-17766
00000016,00000714,SAMPLE-A-0000016,OPEN,MEMO-86068
00000180,00000001,SAMPLE-A-0000180,VOID,MEMO-94012
00000106,00000288,SAMPLE-A-0000106,HOLD,MEMO-91953
00000657,00000575,SAMPLE-A-0000657,OPEN,MEMO-28706
00000013,00000862,SAMPLE-A-0000013,VOID,MEMO-91083
00000605,00000149,SAMPLE-A-0000605,VOID,MEMO-39699
00000093,00000436,SAMPLE-A-0000093,HOLD,MEMO-57090
00000450,00000723,SAMPLE-A-0000450,DONE,MEMO-38059
00000325,00000010,SAMPLE-A-0000325,OPEN,MEMO-16842
00000573,00000297,SAMPLE-A-0000573,OPEN,MEMO-04549
00000595,00000584,SAMPLE-A-0000595,VOID,MEMO-16128
00000349,00000871,SAMPLE-A-0000349,HOLD,MEMO-65822
00000003,00000158,SAMPLE-A-0000003,OPEN,MEMO-84433
00000518,00000445,SAMPLE-A-0000518,VOID,MEMO-16184
00000528,00000732,SAMPLE-A-0000528,HOLD,MEMO-48280
00000624,00000019,SAMPLE-A-0000624,DONE,MEMO-29341
00001003,00000306,,VOID,MEMO-04239
00000275,00000593,SAMPLE-A-0000275,DONE,MEMO-13986
00000073,00000880,SAMPLE-A-0000073,VOID,MEMO-58893
00000138,00000454,SAMPLE-A-0000138,OPEN,MEMO-74998
00000116,00000741,SAMPLE-A-0000116,OPEN,MEMO-82558
00000117,00000028,SAMPLE-A-0000117,HOLD,MEMO-53228
00000515,00000315,SAMPLE-A-0000515,VOID,MEMO-46115
00000181,00000602,SAMPLE-A-0000181,DONE,MEMO-99376
00000689,00000889,SAMPLE-A-0000689,OPEN,MEMO-21134
00000122,00000176,SAMPLE-A-0000122,HOLD,MEMO-71139
00000293,00000463,SAMPLE-A-0000293,HOLD,MEMO-45744
00000033,00000750,SAMPLE-A-0000033,VOID,MEMO-26866
00000548,00000324,SAMPLE-A-0000548,HOLD,MEMO-12584
00000658,00000898,SAMPLE-A-0000658,VOID,MEMO-81983
00000011,00000472,SAMPLE-A-0000011,DONE,MEMO-09774
00000594,00000046,SAMPLE-A-0000594,OPEN,MEMO-79941
00000054,00000333,SAMPLE-A-0000054,VOID,MEMO-61217
00000271,00000194,SAMPLE-A-0000271,DONE,MEMO-73335
00000696,00000481,SAMPLE-A-0000696,OPEN,MEMO-82404
00000101,00000768,SAMPLE-A-0000101,HOLD,MEMO-77157
00000348,00000055,SAMPLE-A-0000348,DONE,MEMO-98123
00000698,00000342,SAMPLE-A-0000698,HOLD,MEMO-95993
00000132,00000629,SAMPLE-A-0000132,DONE,MEMO-56483
00000462,00000916,SAMPLE-A-0000462,VOID,MEMO-11559
00000164,00000203,SAMPLE-A-0000164,DONE,MEMO-23761
00000584,00000490,SAMPLE-A-0000584,HOLD,MEMO-28794
00000170,00000777,SAMPLE-A-0000170,VOID,MEMO-50928
00000046,00000064,SAMPLE-A-0000046,VOID,MEMO-03611
00000326,00000351,SAMPLE-A-0000326,VOID,MEMO-22315
00000377,00000638,SAMPLE-A-0000377,DONE,MEMO-39923
00000382,00000925,SAMPLE-A-0000382,VOID,MEMO-22405
00000142,00000212,SAMPLE-A-0000142,HOLD,MEMO-87362
00000076,00000499,SAMPLE-A-0000076,HOLD,MEMO-12991
00000064,00000786,SAMPLE-A-0000064,VOID,MEMO-83705
00000386,00000073,SAMPLE-A-0000386,VOID,MEMO-45877
00000371,00000360,SAMPLE-A-0000371,OPEN,MEMO-63655
00000025,00000647,SAMPLE-A-0000025,DONE,MEMO-74233
00000301,00000934,SAMPLE-A-0000301,OPEN,MEMO-21435
00000360,00000221,SAMPLE-A-0000360,DONE,MEMO-36222
00000618,00000508,SAMPLE-A-0000618,HOLD,MEMO-23168
00000027,00000795,SAMPLE-A-0000027,HOLD,MEMO-34342
00000146,00000082,SAMPLE-A-0000146,DONE,MEMO-90037
00000656,00000369,SAMPLE-A-0000656,DONE,MEMO-59504
00000179,00000943,SAMPLE-A-0000179,VOID,MEMO-73643
00000104,00000230,SAMPLE-A-0000104,VOID,MEMO-12188
00000276,00000517,SAMPLE-A-0000276,HOLD,MEMO-10974
00000691,00000091,SAMPLE-A-0000691,HOLD,MEMO-32005
00000530,00000378,SAMPLE-A-0000530,DONE,MEMO-56682
00000446,00000665,SAMPLE-A-0000446,DONE,MEMO-62879
00000571,00000952,SAMPLE-A-0000571,VOID,MEMO-01073
00000234,00000239,SAMPLE-A-0000234,DONE,MEMO-71553
00000351,00000526,SAMPLE-A-0000351,DONE,MEMO-62513
00000554,00000100,SAMPLE-A-0000554,VOID,MEMO-99295
00000296,00000387,SAMPLE-A-0000296,VOID,MEMO-14761
00000152,00000674,SAMPLE-A-0000152,VOID,MEMO-58515
00000097,00000248,SAMPLE-A-0000097,VOID,MEMO-11323
00000363,00000535,SAMPLE-A-0000363,DONE,MEMO-10355
00000004,00000822,SAMPLE-A-0000004,HOLD,MEMO-47316
00000291,00000109,SAMPLE-A-0000291,OPEN,MEMO-66250
00000660,00000396,SAMPLE-A-0000660,OPEN,MEMO-01847
00000088,00000683,SAMPLE-A-0000088,DONE,MEMO-89972
00000208,00000970,SAMPLE-A-0000208,OPEN,MEMO-91865
00000125,00000257,SAMPLE-A-0000125,HOLD,MEMO-12369
00000169,00000831,SAMPLE-A-0000169,VOID,MEMO-97953
00000077,00000118,SAMPLE-A-0000077,DONE,MEMO-54178
00000690,00000405,SAMPLE-A-0000690,DONE,MEMO-00298
00000183,00000692,SAMPLE-A-0000183,VOID,MEMO-48520
00000694,00000979,SAMPLE-A-0000694,HOLD,MEMO-39323
00000463,00000266,SAMPLE-A-0000463,DONE,MEMO-97409
00000282,00000553,SAMPLE-A-0000282,VOID,MEMO-93750
00000569,00000840,SAMPLE-A-0000569,DONE,MEMO-39242
00000178,00000127,SAMPLE-A-0000178,DONE,MEMO-38714
00000423,00000414,SAMPLE-A-0000423,VOID,MEMO-43301
00000090,00000701,SAMPLE-A-0000090,VOID,MEMO-95979
00000567,00000988,SAMPLE-A-0000567,DONE,MEMO-34251
00000261,00000275,SAMPLE-A-0000261,DONE,MEMO-11975
00000678,00000562,SAMPLE-A-0000678,VOID,MEMO-20722
00000140,00000849,SAMPLE-A-0000140,DONE,MEMO-68915
00000550,00000136,SAMPLE-A-0000550,DONE,MEMO-34304
00000257,00000710,SAMPLE-A-0000257,VOID,MEMO-19808
00000346,00000284,SAMPLE-A-0000346,HOLD,MEMO-94997
00000015,00000571,SAMPLE-A-0000015,DONE,MEMO-73174
00000107,00000858,SAMPLE-A-0000107,OPEN,MEMO-88901
00000032,00000145,SAMPLE-A-0000032,DONE,MEMO-85654
00000019,00000432,SAMPLE-A-0000019,OPEN,MEMO-48463
00000300,00000719,SAMPLE-A-0000300,DONE,MEMO-91798
00000061,00000006,SAMPLE-A-0000061,OPEN,MEMO-65384
00000480,00000293,SAMPLE-A-0000480,OPEN,MEMO-58987
00000031,00000154,SAMPLE-A-0000031,HOLD,MEMO-75895
00000155,00000728,SAMPLE-A-0000155,OPEN,MEMO-88573
00000240,00000015,SAMPLE-A-0000240,VOID,MEMO-90253
00000067,00000302,SAMPLE-A-0000067,HOLD,MEMO-72452
00000601,00000589,SAMPLE-A-0000601,HOLD,MEMO-35451
00000342,00000876,SAMPLE-A-0000342,OPEN,MEMO-78740
00000111,00000163,SAMPLE-A-0000111,DONE,MEMO-65620
00000469,00000450,SAMPLE-A-0000469,VOID,MEMO-58371
00000203,00000737,SAMPLE-A-0000203,DONE,MEMO-35072
00000185,00000024,SAMPLE-A-0000185,HOLD,MEMO-85440
00000191,00000311,SAMPLE-A-0000191,DONE,MEMO-54550
00000635,00000598,SAMPLE-A-0000635,HOLD,MEMO-60191
00000676,00000885,SAMPLE-A-0000676,DONE,MEMO-77719
00000397,00000172,SAMPLE-A-0000397,DONE,MEMO-13135
00000082,00000459,SAMPLE-A-0000082,OPEN,MEMO-16069
00000410,00000746,SAMPLE-A-0000410,OPEN,MEMO-40455
00000070,00000033,SAMPLE-A-0000070,HOLD,MEMO-25506
00000537,00000320,SAMPLE-A-0000537,DONE,MEMO-82801
00000542,00000607,SAMPLE-A-0000542,VOID,MEMO-80067
00000645,00000894,SAMPLE-A-0000645,HOLD,MEMO-03624
00000364,00000181,SAMPLE-A-0000364,OPEN,MEMO-91849
00000075,00000468,SAMPLE-A-0000075,OPEN,MEMO-45662
00000400,00000755,SAMPLE-A-0000400,VOID,MEMO-81158
