key1,key2,b_ref,b_date,b_qty,b_unit,b_total,b_status,b_line,b_memo
00000470,00000482,REF-00000470,20240312,377,52640,19845280,DONE,001,MEMO-74755
00000056,00000769,REF-00000056,20230314,412,04381,01804972,VOID,001,MEMO-38763
00000411,00000056,REF-00000411,20250903,141,25586,03607626,DONE,001,MEMO-68151
00000055,00000343,REF-00000055,20240714,325,69265,22511125,DONE,001,MEMO-63462
00000281,00000630,REF-00000281,20240504,352,87001,30624352,OPEN,001,MEMO-95548
00000464,00000917,REF-00000464,20230604,603,30661,18488583,DONE,001,MEMO-06723
00000135,00000204,REF-00000135,20241123,311,13225,04112975,DONE,001,MEMO-73485
00000124,00000491,REF-00000124,20230801,746,37740,28154040,VOID,001,MEMO-20051
00000552,00000778,REF-00000552,20241109,531,15457,08207667,HOLD,001,MEMO-93067
00000308,00000065,REF-00000308,20240918,249,39118,09740382,OPEN,001,MEMO-10411
00000049,00000352,REF-00000049,20250807,738,76017,56100546,DONE,001,MEMO-27639
00000114,00000639,REF-00000114,20250526,103,44482,04581646,VOID,001,MEMO-22155
00000004,00000926,REF-00000004,20231110,932,76776,71555232,VOID,003,MEMO-23521
00000284,00000213,REF-00000284,20251003,022,45098,00992156,OPEN,001,MEMO-07757
00000202,00000500,REF-00000202,20251122,300,18848,05654400,HOLD,002,MEMO-90136
00000048,00000787,REF-00000048,20250221,381,65836,25083516,OPEN,002,MEMO-27295
00000512,00000074,REF-00000512,20240402,066,93799,06190734,VOID,001,MEMO-48791
00000031,00000361,REF-00000031,20240826,494,68948,34060312,OPEN,003,MEMO-19730
00000202,00000648,REF-00000202,20250114,094,48590,04567460,DONE,001,MEMO-32604
00000628,00000935,REF-00000628,20230926,767,24099,18483933,HOLD,001,MEMO-67015
00000408,00000222,REF-00000408,20250106,686,10517,07214662,VOID,001,MEMO-59571
00000208,00000509,REF-00000208,20240519,658,73548,48394584,OPEN,002,MEMO-12447
00000081,00000796,REF-00000081,20230614,767,36053,27652651,DONE,002,MEMO-04125
00000492,00000083,REF-00000492,20230223,001,14742,00014742,HOLD,001,MEMO-91099
00000144,00000370,REF-00000144,20251203,687,31348,21536076,HOLD,001,MEMO-35658
00000137,00000657,REF-00000137,20230219,048,29180,01400640,DONE,002,MEMO-80463
00000629,00000944,REF-00000629,20240126,678,95532,64770696,VOID,001,MEMO-45332
00000426,00000231,REF-00000426,20231022,305,29155,08892275,HOLD,001,MEMO-34381
00000022,00000518,REF-00000022,20240602,884,51062,45138808,DONE,003,MEMO-04659
00000204,00000805,REF-00000204,20251019,146,37355,05453830,OPEN,001,MEMO-10288
00000440,00000092,REF-00000440,20230201,710,60062,42644020,DONE,001,MEMO-20032
00000005,00000379,REF-00000005,20250623,710,51991,36913610,HOLD,005,MEMO-68190
00000210,00000666,REF-00000210,20230102,043,40416,01737888,HOLD,001,MEMO-01777
00000597,00000953,REF-00000597,20240508,800,74017,59213600,OPEN,001,MEMO-93555
00000055,00000240,REF-00000055,20231122,197,25174,04959278,OPEN,003,MEMO-36861
00000652,00000527,REF-00000652,20240715,386,07019,02709334,DONE,001,MEMO-55479
00000456,00000814,REF-00000456,20230428,078,91963,07173114,OPEN,001,MEMO-52099
00000333,00000101,REF-00000333,20231205,757,08983,06800131,VOID,001,MEMO-13927
00000086,00000388,REF-00000086,20231128,994,25139,24988166,DONE,001,MEMO-85929
00000309,00000675,REF-00000309,20241219,802,14088,11298576,VOID,001,MEMO-20906
00000106,00000962,REF-00000106,20250513,321,60255,19341855,VOID,002,MEMO-18806
00000021,00000249,REF-00000021,20230725,907,64068,58109676,VOID,003,MEMO-87778
00000032,00000536,REF-00000032,20251012,440,52340,23029600,OPEN,003,MEMO-96132
00000008,00000823,REF-00000008,20231122,583,32498,18946334,OPEN,003,MEMO-51360
00000625,00000110,REF-00000625,20251117,829,69666,57753114,HOLD,001,MEMO-57511
00000522,00000397,REF-00000522,20240101,862,80914,69747868,VOID,001,MEMO-42937
00000005,00000684,REF-00000005,20251017,981,96452,94619412,VOID,001,MEMO-30573
00000672,00000971,REF-00000672,20250615,113,83306,09413578,VOID,001,MEMO-49745
00000050,00000258,REF-00000050,20230102,779,24011,18704569,HOLD,001,MEMO-74929
00000054,00000545,REF-00000054,20250702,512,93354,47797248,HOLD,003,MEMO-67909
00000609,00000832,REF-00000609,20250214,870,90857,79045590,VOID,001,MEMO-83125
00000205,00000119,REF-00000205,20240611,427,73022,31180394,HOLD,002,MEMO-99344
00000260,00000406,REF-00000260,20250906,482,25021,12060122,VOID,001,MEMO-19322
00000051,00000693,REF-00000051,20250121,707,18398,13007386,VOID,001,MEMO-21918
00000071,00000980,REF-00000071,20240123,674,23707,15978518,VOID,001,MEMO-29155
00000161,00000267,REF-00000161,20230618,591,44628,26375148,DONE,002,MEMO-72889
00000038,00000554,REF-00000038,20230717,150,76752,11512800,VOID,003,MEMO-83227
00000002,00000841,REF-00000002,20240613,827,17231,14250037,OPEN,004,MEMO-95121
00000319,00000128,REF-00000319,20230721,433,55923,24214659,VOID,001,MEMO-21404
00000503,00000415,REF-00000503,20250618,078,29280,02283840,OPEN,001,MEMO-67218
00000707,00000702,REF-00000707,20230309,460,04964,02283440,DONE,001,MEMO-22239
00000111,00000989,REF-00000111,20250827,313,14537,04550081,DONE,002,MEMO-15686
00000033,00000276,REF-00000033,20230928,757,24478,18529846,OPEN,001,MEMO-48550
00000402,00000563,REF-00000402,20250704,448,37726,16901248,HOLD,001,MEMO-11483
00000012,00000850,REF-00000012,20240712,040,84696,03387840,DONE,003,MEMO-64068
00000501,00000137,REF-00000501,20231111,084,78652,06606768,DONE,001,MEMO-66661
00000590,00000424,REF-00000590,20230927,389,32594,12679066,OPEN,001,MEMO-88436
00000001,00000711,REF-00000001,20231105,157,33712,05292784,VOID,003,MEMO-85147
00000160,00000998,REF-00000160,20231223,720,92861,66859920,HOLD,002,MEMO-04452
00000287,00000285,REF-00000287,20250601,600,15023,09013800,OPEN,001,MEMO-60109
00000414,00000572,REF-00000414,20230303,058,05317,00308386,DONE,001,MEMO-73424
00000615,00000859,REF-00000615,20250122,382,69988,26735416,VOID,001,MEMO-06113
00000020,00000146,REF-00000020,20230922,149,73261,10915889,HOLD,002,MEMO-24349
00000665,00000433,REF-00000665,20251006,061,33802,02061922,VOID,001,MEMO-88542
00000158,00000720,REF-00000158,20230714,717,44445,31867065,OPEN,002,MEMO-01139
00000288,00000007,REF-00000288,20251010,189,96330,18206370,OPEN,001,MEMO-63550
00000030,00000294,REF-00000030,20240928,959,81348,78012732,HOLD,002,MEMO-57637
00000404,00000581,REF-00000404,20240726,154,26003,04004462,DONE,001,MEMO-49169
00000044,00000868,REF-00000044,20250216,559,77802,43491318,OPEN,002,MEMO-25448
00000709,00000155,REF-00000709,20230428,785,94859,74464315,OPEN,001,MEMO-37329
00000157,00000442,REF-00000157,20231002,227,27815,06314005,DONE,002,MEMO-08642
00000040,00000729,REF-00000040,20231001,782,41210,32226220,VOID,002,MEMO-64827
00000506,00000016,REF-00000506,20250811,654,61208,40030032,DONE,001,MEMO-89868
00000189,00000303,REF-00000189,20250706,661,32133,21239913,HOLD,001,MEMO-08160
00000179,00000590,REF-00000179,20230121,369,62192,22948848,OPEN,001,MEMO-58926
00000019,00000877,REF-00000019,20250127,859,38799,33328341,OPEN,002,MEMO-17608
00000159,00000164,REF-00000159,20240419,991,86578,85798798,VOID,001,MEMO-73593
00000581,00000451,REF-00000581,20240428,159,11526,01832634,VOID,001,MEMO-83749
00000166,00000738,REF-00000166,20230703,980,95271,93365580,DONE,001,MEMO-42407
00000273,00000025,REF-00000273,20240209,553,98793,54632529,HOLD,001,MEMO-73064
00000011,00000312,REF-00000011,20230217,272,58077,15796944,HOLD,001,MEMO-36635
00000014,00000599,REF-00000014,20250410,704,38224,26909696,HOLD,001,MEMO-03193
00000038,00000886,REF-00000038,20231016,513,06141,03150333,DONE,002,MEMO-70932
00000014,00000173,REF-00000014,20230711,200,84072,16814400,VOID,003,MEMO-85153
00000667,00000460,REF-00000667,20230106,356,37582,13379192,HOLD,001,MEMO-50839
00000586,00000747,REF-00000586,20251220,002,82831,00165662,DONE,001,MEMO-34321
00000200,00000034,REF-00000200,20241126,098,66419,06509062,HOLD,001,MEMO-01091
00000029,00000321,REF-00000029,20240218,412,55856,23012672,OPEN,001,MEMO-11840
00000545,00000608,REF-00000545,20240621,260,94215,24495900,HOLD,001,MEMO-70002
00000370,00000895,REF-00000370,20250428,845,56967,48137115,HOLD,001,MEMO-93167
00000369,00000182,REF-00000369,20231105,785,42140,33079900,VOID,001,MEMO-65268
00000359,00000469,REF-00000359,20250306,887,95545,84748415,HOLD,001,MEMO-31468
00000167,00000756,REF-00000167,20240613,492,71792,35321664,HOLD,001,MEMO-46137
00000427,00000043,REF-00000427,20230416,794,45200,35888800,OPEN,001,MEMO-70847
00000388,00000330,REF-00000388,20251108,344,67493,23217592,OPEN,001,MEMO-20781
00000047,00000617,REF-00000047,20241206,918,28692,26339256,VOID,001,MEMO-25199
00000289,00000904,REF-00000289,20240803,560,04669,02614640,VOID,001,MEMO-06744
00000152,00000191,REF-00000152,20230116,888,67536,59971968,OPEN,001,MEMO-73327
00000108,00000478,REF-00000108,20240627,840,48531,40766040,DONE,002,MEMO-00190
00000027,00000765,REF-00000027,20240522,981,34052,33405012,OPEN,002,MEMO-70310
00000606,00000052,REF-00000606,20230223,983,11907,11704581,DONE,001,MEMO-33854
00000419,00000339,REF-00000419,20230907,886,14148,12535128,HOLD,001,MEMO-67819
00000069,00000626,REF-00000069,20230518,159,29400,04674600,DONE,002,MEMO-26145
00000168,00000913,REF-00000168,20240309,747,45994,34357518,DONE,001,MEMO-11892
00000280,00000200,REF-00000280,20231023,497,99272,49338184,HOLD,001,MEMO-16607
00000035,00000487,REF-00000035,20251203,618,23258,14373444,DONE,001,MEMO-15396
00000299,00000774,REF-00000299,20230702,458,71975,32964550,VOID,001,MEMO-30503
00000444,00000061,REF-00000444,20251114,146,51453,07512138,OPEN,001,MEMO-32903
00000055,00000348,REF-00000055,20250416,041,18670,00765470,DONE,002,MEMO-02775
00000344,00000635,REF-00000344,20230826,616,30872,19017152,OPEN,001,MEMO-11226
00000558,00000922,REF-00000558,20240610,734,50047,36734498,HOLD,001,MEMO-60716
00000030,00000209,REF-00000030,20240416,647,12761,08256367,VOID,001,MEMO-88958
00000441,00000496,REF-00000441,20230107,760,36335,27614600,HOLD,001,MEMO-39452
00000077,00000783,REF-00000077,20251212,756,13479,10190124,HOLD,001,MEMO-35701
00000035,00000070,REF-00000035,20250419,213,22914,04880682,DONE,002,MEMO-07458
00000559,00000357,REF-00000559,20240124,696,96973,67493208,OPEN,001,MEMO-11592
00000538,00000644,REF-00000538,20241004,002,85766,00171532,HOLD,001,MEMO-95840
00000435,00000931,REF-00000435,20250905,318,09946,03162828,VOID,001,MEMO-62497
00000206,00000218,REF-00000206,20230626,640,10928,06993920,VOID,002,MEMO-73084
00000498,00000505,REF-00000498,20241207,361,97156,35073316,DONE,001,MEMO-25921
00000623,00000792,REF-00000623,20250901,796,02733,02175468,DONE,001,MEMO-43067
00000431,00000079,REF-00000431,20240811,253,12624,03193872,DONE,001,MEMO-60466
00000641,00000366,REF-00000641,20231116,990,63224,62591760,VOID,001,MEMO-50141
00000052,00000653,REF-00000052,20240104,766,52904,40524464,OPEN,003,MEMO-73998
00000568,00000940,REF-00000568,20230714,487,82751,40299737,VOID,001,MEMO-50161
00000420,00000227,REF-00000420,20230401,857,49752,42637464,VOID,001,MEMO-11257
00000066,00000514,REF-00000066,20250322,865,53985,46697025,HOLD,002,MEMO-62202
00000131,00000801,REF-00000131,20230425,361,15639,05645679,OPEN,002,MEMO-50044
00000123,00000088,REF-00000123,20231010,042,27281,01145802,VOID,002,MEMO-36706
00000044,00000375,REF-00000044,20240624,401,13035,05227035,HOLD,003,MEMO-35735
00000259,00000662,REF-00000259,20230907,275,66927,18404925,OPEN,001,MEMO-09581
00000180,00000949,REF-00000180,20240513,438,80152,35106576,HOLD,002,MEMO-92800
00000130,00000236,REF-00000130,20230110,642,66368,42608256,HOLD,001,MEMO-47057
00000513,00000523,REF-00000513,20251202,162,79171,12825702,DONE,001,MEMO-36700
00000405,00000810,REF-00000405,20241009,386,18982,07327052,OPEN,001,MEMO-84655
00000053,00000097,REF-00000053,20240802,325,63054,20492550,VOID,002,MEMO-33703
00000031,00000384,REF-00000031,20230228,013,06506,00084578,DONE,002,MEMO-17001
00000094,00000671,REF-00000094,20240319,719,98557,70862483,DONE,002,MEMO-79123
00000094,00000958,REF-00000094,20240704,534,07087,03784458,HOLD,001,MEMO-97554
00000579,00000245,REF-00000579,20250403,878,29313,25736814,HOLD,001,MEMO-61642
00000139,00000532,REF-00000139,20230325,189,20138,03806082,VOID,001,MEMO-98287
00000124,00000819,REF-00000124,20250204,189,81344,15374016,OPEN,002,MEMO-18154
00000507,00000106,REF-00000507,20251126,219,50192,10992048,OPEN,001,MEMO-55964
00000366,00000393,REF-00000366,20240719,641,27597,17689677,HOLD,001,MEMO-66335
00000553,00000680,REF-00000553,20231222,064,35799,02291136,OPEN,001,MEMO-04694
00000395,00000967,REF-00000395,20240214,277,68891,19082807,HOLD,001,MEMO-41823
00000350,00000254,REF-00000350,20231213,243,28040,06813720,OPEN,001,MEMO-51513
00000051,00000541,REF-00000051,20240119,213,93877,19995801,OPEN,002,MEMO-04152
00000001,00000828,REF-00000001,20230520,951,48232,45868632,HOLD,001,MEMO-86757
00000664,00000115,REF-00000664,20230504,834,10605,08844570,HOLD,001,MEMO-70902
00000008,00000402,REF-00000008,20250412,526,66771,35121546,DONE,002,MEMO-15862
00000221,,REF-00000221,20240527,630,55395,34898850,OPEN,001,MEMO-76187
00000072,00000976,REF-00000072,20250703,465,14714,06842010,OPEN,001,MEMO-30160
00000343,00000263,REF-00000343,20250508,298,40923,12195054,VOID,001,MEMO-16774
00000622,00000550,REF-00000622,20251009,956,11051,10564756,OPEN,001,MEMO-03330
00000490,00000837,REF-00000490,20240515,851,91134,77555034,OPEN,001,MEMO-91978
00000292,00000124,REF-00000292,20230727,614,10119,06213066,DONE,001,MEMO-04295
00000297,00000411,REF-00000297,20230205,225,11684,02628900,DONE,001,MEMO-55185
00000147,00000698,REF-00000147,20230226,029,85761,02487069,VOID,002,MEMO-20208
00000001,00000985,REF-00000001,20251217,769,07743,05954367,DONE,002,MEMO-86618
00000012,00000272,REF-00000012,20240913,250,91676,22919000,OPEN,001,MEMO-89667
00000050,00000559,REF-00000050,20250515,471,21981,10353051,VOID,002,MEMO-98353
00000041,00000846,REF-00000041,20240925,330,96270,31769100,VOID,001,MEMO-31324
00000197,00000133,REF-00000197,20241212,557,71741,39959737,VOID,001,MEMO-63834
00000428,00000420,REF-00000428,20241217,700,57759,40431300,VOID,001,MEMO-48418
00000633,00000707,REF-00000633,20250308,831,46710,38816010,OPEN,001,MEMO-06483
00000148,00000994,REF-00000148,20230405,663,66605,44159115,OPEN,002,MEMO-53167
00000602,00000281,REF-00000602,20230407,467,53104,24799568,OPEN,001,MEMO-04081
00000107,00000568,REF-00000107,20251027,094,82939,07796266,VOID,001,MEMO-99276
00000009,00000855,REF-00000009,20250201,408,55330,22574640,OPEN,004,MEMO-58123
00000298,00000142,REF-00000298,20250317,003,42641,00127923,OPEN,001,MEMO-55136
00000636,00000429,REF-00000636,20230423,712,20229,14403048,OPEN,001,MEMO-65617
00000201,00000716,REF-00000201,20231215,165,51747,08538255,OPEN,001,MEMO-40251
00000047,00000003,REF-00000047,20250708,895,74545,66717775,HOLD,003,MEMO-84486
00000632,00000290,REF-00000632,20250406,035,79223,02772805,DONE,001,MEMO-17835
00000069,00000577,REF-00000069,20230219,288,94354,27173952,DONE,001,MEMO-52747
00000616,00000864,REF-00000616,20240110,180,11835,02130300,OPEN,001,MEMO-56610
00000174,00000151,REF-00000174,20251216,564,67365,37993860,DONE,001,MEMO-79924
00000670,00000438,REF-00000670,20251113,380,41416,15738080,OPEN,001,MEMO-42647
00000017,00000725,REF-00000017,20250614,039,04601,00179439,HOLD,003,MEMO-46004
00000097,00000012,REF-00000097,20240520,182,34302,06242964,HOLD,002,MEMO-92244
00000685,00000299,REF-00000685,20251013,640,95636,61207040,OPEN,001,MEMO-54910
00000412,00000586,REF-00000412,20230905,415,69657,28907655,HOLD,001,MEMO-15327
00000332,00000873,REF-00000332,20241028,876,72135,63190260,HOLD,001,MEMO-43778
00000083,00000160,REF-00000083,20240803,838,36711,30763818,DONE,001,MEMO-38105
00000476,00000447,REF-00000476,20251002,938,54576,51192288,OPEN,001,MEMO-21715
00000006,00000734,REF-00000006,20231025,528,43098,22755744,DONE,004,MEMO-80058
00000151,00000021,REF-00000151,20250227,214,43544,09318416,OPEN,002,MEMO-57393
00000023,00000308,REF-00000023,20230121,815,46628,38001820,HOLD,002,MEMO-83939
00000520,00000595,REF-00000520,20251205,034,17693,00601562,DONE,001,MEMO-08477
00000134,00000882,REF-00000134,20240116,146,67318,09828428,OPEN,002,MEMO-54492
00000064,00000169,REF-00000064,20241024,838,92084,77166392,HOLD,001,MEMO-75338
00000126,00000456,REF-00000126,20241004,851,70044,59607444,HOLD,001,MEMO-37860
00000028,00000743,REF-00000028,20231015,857,73550,63032350,DONE,001,MEMO-70381
00000274,00000030,REF-00000274,20230426,101,25463,02571763,OPEN,001,MEMO-66311
00000065,00000317,REF-00000065,20230428,893,52018,46452074,OPEN,002,MEMO-24256
00000317,00000604,REF-00000317,20230621,807,42691,34451637,DONE,001,MEMO-85615
00000627,00000891,REF-00000627,20241210,861,93603,80592183,DONE,001,MEMO-17116
00000649,00000178,REF-00000649,20251212,690,63203,43610070,DONE,001,MEMO-15726
00000053,00000465,REF-00000053,20230101,524,11345,05944780,OPEN,001,MEMO-36016
00000608,00000752,REF-00000608,20230121,420,90955,38201100,HOLD,001,MEMO-69567
00000265,00000039,REF-00000265,20240424,333,08530,02840490,DONE,001,MEMO-35529
00000128,00000326,REF-00000128,20250216,491,12425,06100675,OPEN,001,MEMO-01947
00000048,00000613,REF-00000048,20240109,186,72160,13421760,VOID,001,MEMO-54403
00000708,00000900,REF-00000708,20240612,063,17722,01116486,HOLD,001,MEMO-25196
00000115,00000187,REF-00000115,20230211,299,61231,18308069,DONE,001,MEMO-33731
00000045,00000474,REF-00000045,20240619,803,30848,24770944,DONE,002,MEMO-97363
00000383,00000761,REF-00000383,20250802,779,82776,64482504,DONE,001,MEMO-52477
00000560,00000048,REF-00000560,20230414,080,12515,01001200,OPEN,001,MEMO-47688
00000336,00000335,REF-00000336,20230523,703,22978,16153534,HOLD,001,MEMO-08532
00000354,00000622,REF-00000354,20240902,276,87212,24070512,OPEN,001,MEMO-17447
00000034,00000909,REF-00000034,20250607,399,01408,00561792,HOLD,002,MEMO-07434
00000001,00000196,REF-00000001,20230719,664,21968,14586752,VOID,004,MEMO-17610
00000020,00000483,REF-00000020,20240819,957,08041,07695237,DONE,001,MEMO-33726
00000002,00000770,REF-00000002,20251125,054,57538,03107052,DONE,003,MEMO-33765
00000357,00000057,REF-00000357,20250603,379,77358,29318682,OPEN,001,MEMO-27995
00000190,00000344,REF-00000190,20250610,698,63981,44658738,OPEN,002,MEMO-04318
00000186,00000631,REF-00000186,20250310,658,29553,19445874,HOLD,001,MEMO-45393
00000393,00000918,REF-00000393,20240523,858,06082,05218356,OPEN,001,MEMO-99478
00000199,00000205,REF-00000199,20230517,439,61732,27100348,OPEN,001,MEMO-02161
00000024,00000492,REF-00000024,20240914,899,82244,73937356,OPEN,002,MEMO-29765
00000683,00000779,REF-00000683,20250517,310,10768,03338080,DONE,001,MEMO-34640
00000150,00000066,REF-00000150,20230101,336,89977,30232272,HOLD,001,MEMO-70185
00000425,00000353,REF-00000425,20240428,045,43879,01974555,VOID,001,MEMO-46376
00000384,00000640,REF-00000384,20240715,760,51526,39159760,DONE,001,MEMO-16389
00000578,00000927,REF-00000578,20240822,067,29476,01974892,VOID,001,MEMO-44032
00000523,00000214,REF-00000523,20230204,525,75683,39733575,DONE,001,MEMO-22637
00000251,00000501,REF-00000251,20230626,074,26757,01980018,DONE,001,MEMO-73458
00000245,00000788,REF-00000245,20230418,052,52686,02739672,OPEN,001,MEMO-57514
00000048,00000075,REF-00000048,20250319,333,66202,22045266,HOLD,003,MEMO-65905
00000478,00000362,REF-00000478,20250324,479,46089,22076631,HOLD,001,MEMO-36490
00000330,00000649,REF-00000330,20240106,232,68029,15782728,OPEN,001,MEMO-84711
00000062,00000936,REF-00000062,20241012,799,87798,70150602,HOLD,002,MEMO-88744
00000187,00000223,REF-00000187,20240515,887,82554,73225398,VOID,001,MEMO-03457
00000697,00000510,REF-00000697,20240403,103,11248,01158544,VOID,001,MEMO-74034
00000391,00000797,REF-00000391,20251020,236,07148,01686928,OPEN,001,MEMO-21815
00000563,00000084,REF-00000563,20240925,613,68438,41952494,OPEN,001,MEMO-53460
00000329,00000371,REF-00000329,20230124,034,54246,01844364,HOLD,001,MEMO-67953
00000589,00000658,REF-00000589,20230628,914,34529,31559506,DONE,001,MEMO-41849
00000525,00000945,REF-00000525,20231102,994,13840,13756960,VOID,001,MEMO-13972
00000235,00000232,REF-00000235,20240607,278,11208,03115824,OPEN,001,MEMO-72036
00000079,00000519,REF-00000079,20230115,852,72342,61635384,HOLD,002,MEMO-93879
00000702,00000806,REF-00000702,20240926,318,44449,14134782,OPEN,001,MEMO-17060
00000149,00000093,REF-00000149,20231116,045,07195,00323775,DONE,001,MEMO-52133
00000060,00000380,REF-00000060,20230208,849,35196,29881404,VOID,002,MEMO-51505
00000626,00000667,REF-00000626,20240520,283,11317,03202711,OPEN,001,MEMO-02353
00000372,00000954,REF-00000372,20250111,722,69191,49955902,VOID,001,MEMO-60996
00000006,00000241,REF-00000006,20231009,659,53459,35229481,DONE,001,MEMO-02893
00000695,00000528,REF-00000695,20230820,188,10276,01931888,VOID,001,MEMO-37248
00000378,00000815,REF-00000378,20230528,477,49754,23732658,HOLD,001,MEMO-77115
00000042,00000102,REF-00000042,20240514,458,23402,10718116,OPEN,003,MEMO-20804
00000680,00000389,REF-00000680,20231114,980,10035,09834300,VOID,001,MEMO-62556
00000557,00000676,REF-00000557,20250910,158,32185,05085230,DONE,001,MEMO-15854
00000016,00000963,REF-00000016,20241214,916,16230,14866680,VOID,002,MEMO-60110
00000142,00000250,REF-00000142,20250518,300,34338,10301400,DONE,001,MEMO-92008
00000053,00000537,REF-00000053,20250424,186,73387,13649982,DONE,003,MEMO-15627
00000283,00000824,REF-00000283,20230605,475,74598,35434050,HOLD,001,MEMO-30361
00000160,00000111,REF-00000160,20241201,913,32717,29870621,VOID,001,MEMO-32649
00000659,00000398,REF-00000659,20240701,741,54487,40374867,HOLD,001,MEMO-65578
00000003,00000685,REF-00000003,20240207,117,39693,04644081,HOLD,002,MEMO-47885
00000199,00000972,REF-00000199,20230303,555,30503,16929165,VOID,002,MEMO-08544
00000673,00000259,REF-00000673,20240305,733,31147,22830751,DONE,001,MEMO-32344
00000493,00000546,REF-00000493,20251010,144,75137,10819728,OPEN,001,MEMO-54693
00000527,00000833,REF-00000527,20230121,921,06403,05897163,OPEN,001,MEMO-41510
00000575,00000120,REF-00000575,20230222,958,35212,33733096,HOLD,001,MEMO-67163
00000104,00000407,REF-00000104,20250211,293,22532,06601876,OPEN,002,MEMO-56292
00000294,00000694,REF-00000294,20230810,880,23472,20655360,OPEN,001,MEMO-41311
00000049,00000981,REF-00000049,20241005,019,70123,01332337,DONE,002,MEMO-59785
00000642,00000268,REF-00000642,20240713,671,75173,50441083,HOLD,001,MEMO-56984
00000099,00000555,REF-00000099,20240409,945,06447,06092415,VOID,002,MEMO-95238
00000263,00000842,REF-00000263,20230703,542,00646,00350132,VOID,001,MEMO-82566
00000574,00000129,REF-00000574,20240811,236,81199,19162964,VOID,001,MEMO-94960
00000076,00000416,REF-00000076,20231123,295,20955,06181725,VOID,001,MEMO-30882
00000129,00000703,REF-00000129,20230625,628,20137,12646036,DONE,001,MEMO-28606
00000304,00000990,REF-00000304,20231021,483,71684,34623372,DONE,001,MEMO-36768
00000075,00000277,REF-00000075,20250502,742,34963,25942546,OPEN,002,MEMO-43349
00000014,00000564,REF-00000014,20230208,676,57823,39088348,DONE,002,MEMO-50041
00000449,00000851,REF-00000449,20250517,981,66025,64770525,VOID,001,MEMO-51228
00000175,00000138,REF-00000175,20250717,540,38437,20755980,OPEN,001,MEMO-26210
00000079,00000425,REF-00000079,20241225,292,05150,01503800,DONE,001,MEMO-09980
00000129,00000712,REF-00000129,20250723,216,64385,13907160,HOLD,002,MEMO-42731
00000042,00000999,REF-00000042,20230122,457,66381,30336117,HOLD,002,MEMO-60828
00000147,00000286,REF-00000147,20230523,298,48124,14340952,HOLD,001,MEMO-41220
00000173,00000573,REF-00000173,20230726,244,77138,18821672,VOID,001,MEMO-53354
00000266,00000860,REF-00000266,20230120,505,92029,46474645,HOLD,001,MEMO-37462
00000005,00000147,REF-00000005,20240626,455,07817,03556735,HOLD,003,MEMO-40670
00000176,00000434,REF-00000176,20240606,829,93227,77285183,OPEN,001,MEMO-58863
00000135,00000721,REF-00000135,20231020,010,65509,00655090,DONE,002,MEMO-05044
00000494,00000008,REF-00000494,20231109,536,98768,52939648,DONE,001,MEMO-20820
00000063,00000295,REF-00000063,20241217,529,26826,14190954,VOID,002,MEMO-06458
00000504,00000582,REF-00000504,20230123,247,71640,17695080,OPEN,001,MEMO-11192
00000556,00000869,REF-00000556,20251018,833,11184,09316272,OPEN,001,MEMO-77234
00000137,00000156,REF-00000137,20251213,262,21028,05509336,HOLD,001,MEMO-72532
00000381,00000443,REF-00000381,20240626,442,86457,38213994,OPEN,001,MEMO-84282
00000118,00000730,REF-00000118,20231016,962,44082,42406884,DONE,002,MEMO-38452
00000109,00000017,REF-00000109,20240202,237,34768,08240016,OPEN,001,MEMO-56064
00000353,00000304,REF-00000353,20230114,302,73800,22287600,HOLD,001,MEMO-71525
00000612,00000591,REF-00000612,20250618,934,90545,84569030,VOID,001,MEMO-43014
00000091,00000878,REF-00000091,20230213,852,91442,77908584,DONE,001,MEMO-91066
00000367,00000165,REF-00000367,20230808,625,70660,44162500,OPEN,001,MEMO-12237
00000303,00000452,REF-00000303,20251207,373,48899,18239327,HOLD,001,MEMO-05217
00000143,00000739,REF-00000143,20230917,321,54066,17355186,HOLD,001,MEMO-40421
00000651,00000026,REF-00000651,20230316,012,30472,00365664,VOID,001,MEMO-44025
00000140,00000313,REF-00000140,20230120,356,50728,18059168,HOLD,001,MEMO-48341
00000172,00000600,REF-00000172,20240603,053,80649,04274397,OPEN,001,MEMO-08809
00000024,00000887,REF-00000024,20230524,607,54774,33247818,HOLD,003,MEMO-44648
00000128,00000174,REF-00000128,20240519,187,37975,07101325,OPEN,002,MEMO-48958
00000016,00000461,REF-00000016,20250804,376,89711,33731336,DONE,003,MEMO-14135
00000436,00000748,REF-00000436,20240621,243,97247,23631021,HOLD,001,MEMO-69212
00000039,00000035,REF-00000039,20240823,219,63826,13977894,OPEN,002,MEMO-46782
00000315,00000322,REF-00000315,20251115,778,25927,20171206,HOLD,001,MEMO-52034
00000650,00000609,REF-00000650,20241015,600,84221,50532600,OPEN,001,MEMO-78661
00000407,00000896,REF-00000407,20240324,949,09538,09051562,DONE,001,MEMO-56620
00000472,00000183,REF-00000472,20240716,664,15589,10351096,HOLD,001,MEMO-95150
00000466,00000470,REF-00000466,20230802,759,47648,36164832,VOID,001,MEMO-43605
00000268,00000757,REF-00000268,20250927,123,07052,00867396,DONE,001,MEMO-74851
00000154,00000044,REF-00000154,20250802,019,34713,00659547,DONE,002,MEMO-42657
00000181,00000331,REF-00000181,20240313,937,49041,45951417,HOLD,001,MEMO-24231
